         1511993 function calls (1485993 primitive calls) in 15.543 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 backend_agg.py:1(<module>)
       23    0.000    0.000    0.000    0.000 ast.py:34(parse)
      712    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.000    0.000 _cm_bivar.py:1(<module>)
      135    0.000    0.000    0.000    0.000 lines.py:738(set_transform)
       83    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:481(broadcast_arrays)
     2822    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
     1276    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:139(<genexpr>)
       19    0.000    0.000    0.000    0.000 arrayprint.py:1678(_guarded_repr_or_str)
      293    0.000    0.000    0.000    0.000 artist.py:1055(set_visible)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1(<module>)
      114    0.000    0.000    0.000    0.000 text.py:1108(set_fontsize)
      654    0.000    0.000    0.000    0.000 enum.py:1574(_get_value)
        4    0.000    0.000    0.000    0.000 transforms.py:324(max)
        1    0.000    0.000    0.000    0.000 six.py:1(<module>)
       70    0.000    0.000    0.000    0.000 inspect.py:2091(_signature_bound_method)
     2191    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        8    0.000    0.000    0.000    0.000 colorizer.py:639(__init__)
        4    0.000    0.000    0.000    0.000 axis.py:2475(_update_offset_text_position)
       41    0.000    0.000    0.000    0.000 _local.py:289(drive)
       23    0.000    0.000    0.000    0.000 axis.py:389(_get_text1_transform)
      122    0.000    0.000    0.000    0.000 __init__.py:336(wrapper)
  573/467    0.000    0.000    0.000    0.000 typing.py:1443(__hash__)
      210    0.000    0.000    0.000    0.000 _linalg.py:148(_commonType)
       34    0.000    0.000    0.000    0.000 __init__.py:416(by_key)
        1    0.000    0.000    0.000    0.000 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageMode.py:1(<module>)
      135    0.000    0.000    0.000    0.000 lines.py:1227(set_markerfacecolor)
        5    0.000    0.000    0.000    0.000 patches.py:748(__init__)
      116    0.000    0.000    0.000    0.000 patches.py:792(_convert_units)
        1    0.000    0.000    0.000    0.000 __init__.py:842(copy)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2368(_IPv6Constants)
        3    0.000    0.000    0.000    0.000 warnings.py:131(filterwarnings)
        8    0.000    0.000    0.000    0.000 ticker.py:2914(__init__)
        7    0.000    0.000    0.000    0.000 PngImagePlugin.py:1113(putchunk)
       37    0.000    0.000    0.000    0.000 function_base.py:25(linspace)
     3355    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
        8    0.000    0.000    0.000    0.000 colorizer.py:517(__init__)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
       27    0.000    0.000    0.000    0.000 patches.py:388(_set_facecolor)
     3001    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      254    0.000    0.000    0.000    0.000 _parser.py:371(_escape)
       26    0.000    0.000    0.000    0.000 patches.py:395(set_facecolor)
      396    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
       13    0.000    0.000    0.000    0.000 _arraysetops_impl.py:617(intersect1d)
        1    0.000    0.000    0.000    0.000 rrule.py:1(<module>)
       22    0.000    0.000    0.000    0.000 axis.py:450(_get_text1_transform)
     3001    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      584    0.000    0.000    0.000    0.000 typing.py:1765(__eq__)
       34    0.000    0.000    0.000    0.000 ipaddress.py:2292(__init__)
       29    0.000    0.000    0.000    0.000 _abc.py:194(stem)
       26    0.000    0.000    0.000    0.000 transforms.py:1963(clear)
       38    0.000    0.000    0.000    0.000 transforms.py:2779(get_transformed_points_and_affine)
      317    0.000    0.000    0.000    0.000 cbook.py:1324(is_math_text)
        1    0.000    0.000    0.000    0.000 widgets.py:1(<module>)
        8    0.000    0.000    0.000    0.000 ticker.py:2054(__init__)
      330    0.000    0.000    0.000    0.000 font_manager.py:784(set_family)
      391    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
       94    0.000    0.000    0.000    0.000 transforms.py:1832(frozen)
        1    0.000    0.000    0.000    0.000 decimal.py:1(<module>)
       16    0.000    0.000    0.000    0.000 colorizer.py:592(_get_colorizer)
       12    0.000    0.000    0.000    0.000 util.py:381(_inner)
   193/93    0.000    0.000    0.000    0.000 core.py:1949(__str__)
       10    0.000    0.000    0.000    0.000 transforms.py:236(__array__)
        1    0.000    0.000    0.000    0.000 figureoptions.py:1(<module>)
       23    0.000    0.000    0.000    0.000 _base.py:956(get_xaxis_text1_transform)
        3    0.000    0.000    0.000    0.000 PngImagePlugin.py:1131(write)
       39    0.000    0.000    0.000    0.000 cbook.py:133(_weak_or_strong_ref)
      650    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       34    0.000    0.000    0.000    0.000 {built-in method _io.open}
        1    0.000    0.000    0.000    0.000 path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _twodim_base_impl.py:1(<module>)
     2819    0.000    0.000    0.000    0.000 typing.py:1427(<genexpr>)
     1341    0.000    0.000    0.000    0.000 artist.py:723(get_figure)
      208    0.000    0.000    0.000    0.000 numeric.py:367(full_like)
     1694    0.000    0.000    0.000    0.000 unicode.py:63(<genexpr>)
      236    0.000    0.000    0.000    0.000 _ufunc_config.py:440(__enter__)
        1    0.000    0.000    0.000    0.000 ImageFile.py:1(<module>)
      544    0.000    0.000    0.000    0.000 copy.py:232(_keep_alive)
        1    0.000    0.000    0.000    0.000 _typing.py:1(<module>)
       23    0.000    0.000    0.000    0.000 axis.py:392(_get_text2_transform)
        2    0.000    0.000    0.000    0.000 _base.py:803(set_subplotspec)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:2241(clip)
      140    0.000    0.000    0.000    0.000 font_manager.py:1233(score_stretch)
        8    0.000    0.000    0.000    0.000 ticker.py:2114(set_params)
     3248    0.000    0.000    0.000    0.000 artist.py:292(axes)
      135    0.000    0.000    0.000    0.000 core.py:2009(__eq__)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
      595    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _nanfunctions_impl.py:1(<module>)
      140    0.000    0.000    0.000    0.000 font_manager.py:1251(score_weight)
      702    0.000    0.000    0.000    0.000 typing.py:1437(__eq__)
       13    0.000    0.000    0.000    0.000 typing.py:1719(__getitem__)
       49    0.000    0.000    0.000    0.000 core.py:129(get_object_signature)
      157    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
       15    0.000    0.000    0.000    0.000 core.py:4729(ravel)
       77    0.000    0.000    0.000    0.000 transforms.py:616(translated)
       26    0.000    0.000    0.000    0.000 core.py:7101(__init__)
      326    0.000    0.000    0.000    0.000 lines.py:75(_scale_dashes)
       27    0.000    0.000    0.000    0.000 core.py:5755(__init__)
        8    0.000    0.000    0.000    0.000 colors.py:2562(make_norm_from_scale)
      382    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:190(_path_abspath)
     10/4    0.000    0.000    0.000    0.000 core.py:4355(streamline)
      244    0.000    0.000    0.000    0.000 text.py:1259(set_verticalalignment)
       22    0.000    0.000    0.000    0.000 _base.py:1038(get_yaxis_text1_transform)
       22    0.000    0.000    0.000    0.000 axis.py:453(_get_text2_transform)
1757/1751    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        8    0.000    0.000    0.000    0.000 patches.py:654(get_window_extent)
      923    0.000    0.000    0.000    0.000 enum.py:198(__get__)
  214/114    0.000    0.000    0.000    0.000 transforms.py:2370(_invalidate_internal)
      232    0.000    0.000    0.000    0.000 fromnumeric.py:2018(nonzero)
       13    0.000    0.000    0.000    0.000 collections.py:316(_prepare_points)
       26    0.000    0.000    0.000    0.000 core.py:7107(getdoc)
        8    0.000    0.000    0.000    0.000 colorizer.py:53(__init__)
      228    0.000    0.000    0.000    0.000 transforms.py:2027(translate)
      627    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
      110    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
      980    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       30    0.000    0.000    0.000    0.000 __init__.py:2128(getLogger)
       38    0.000    0.000    0.000    0.000 transforms.py:2766(_revalidate)
       84    0.000    0.000    0.000    0.000 transforms.py:299(xmin)
      153    0.000    0.000    0.000    0.000 font_manager.py:798(set_style)
        1    0.000    0.000    0.000    0.000 figure.py:2424(Figure)
     1506    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       13    0.000    0.000    0.000    0.000 collections.py:906(update_scalarmappable)
        2    0.000    0.000    0.000    0.000 __init__.py:519(_get_config_or_cache_dir)
      426    0.000    0.000    0.000    0.000 artist.py:268(convert_xunits)
        1    0.000    0.000    0.000    0.000 markers.py:1(<module>)
       75    0.000    0.000    0.000    0.000 getlimits.py:493(__new__)
      126    0.000    0.000    0.000    0.000 ticker.py:550(_format_maybe_minus_and_locale)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
       21    0.000    0.000    0.000    0.000 transforms.py:1799(transform_path_affine)
       23    0.000    0.000    0.000    0.000 _base.py:983(get_xaxis_text2_transform)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1579(_IPv4Constants)
     1302    0.000    0.000    0.000    0.000 __init__.py:678(_set)
        1    0.000    0.000    0.000    0.000 helpers.py:153(one_of)
       24    0.000    0.000    0.000    0.000 spines.py:235(_adjust_location)
      455    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
      203    0.000    0.000    0.000    0.000 _parser.py:85(opengroup)
       38    0.000    0.000    0.000    0.000 transforms.py:1324(__init_subclass__)
        1    0.000    0.000    0.000    0.000 TiffTags.py:439(_populate)
      960    0.000    0.000    0.000    0.000 transforms.py:195(<lambda>)
      306    0.000    0.000    0.000    0.000 results.py:153(__new__)
      196    0.000    0.000    0.000    0.000 cm.py:94(__getitem__)
       91    0.000    0.000    0.000    0.000 core.py:2398(__init__)
      311    0.000    0.000    0.000    0.000 function_base.py:455(_needs_add_docstring)
        8    0.000    0.000    0.000    0.000 _base.py:1886(get_data_ratio)
       39    0.000    0.000    0.000    0.000 weakref.py:46(__new__)
      170    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       13    0.000    0.000    0.000    0.000 typing.py:1733(__getitem_inner__)
       23    0.000    0.000    0.000    0.000 overrides.py:177(decorator)
       21    0.000    0.000    0.000    0.000 collections.py:990(set_sizes)
       30    0.000    0.000    0.000    0.000 core.py:1604(make_mask)
      246    0.000    0.000    0.000    0.000 text.py:1010(set_horizontalalignment)
      136    0.000    0.000    0.000    0.000 text.py:1227(set_rotation)
       15    0.000    0.000    0.000    0.000 core.py:1594(__or__)
      514    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       94    0.000    0.000    0.000    0.000 transforms.py:2666(__init__)
        1    0.000    0.000    0.000    0.000 _shape_base_impl.py:1(<module>)
       30    0.000    0.000    0.000    0.000 core.py:3866(filled)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1814(Parser)
       38    0.000    0.000    0.000    0.000 lines.py:732(_get_transformed_path)
      420    0.000    0.000    0.000    0.000 __init__.py:1351(_val_or_rc)
      4/1    0.000    0.000    0.000    0.000 offsetbox.py:762(get_bbox)
      813    0.000    0.000    0.000    0.000 __init__.py:1000(<lambda>)
        4    0.000    0.000    0.000    0.000 _base.py:1204(_gen_axes_patch)
       22    0.000    0.000    0.000    0.000 _base.py:1065(get_yaxis_text2_transform)
        1    0.000    0.000    0.000    0.000 artist.py:1407(ArtistInspector)
       11    0.000    0.000    0.000    0.000 colorizer.py:91(norm)
       18    0.000    0.000    0.000    0.000 collections.py:811(_set_edgecolor)
        1    0.000    0.000    0.000    0.000 argparse.py:846(__init__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 printoptions.py:1(<module>)
      110    0.000    0.000    0.000    0.000 artist.py:1124(set_zorder)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1512(__init__)
      243    0.000    0.000    0.000    0.000 inspect.py:2809(__str__)
       88    0.000    0.000    0.000    0.000 transforms.py:314(ymax)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1603(_allow_interrupt)
       85    0.000    0.000    0.000    0.000 _local.py:498(__init__)
      184    0.000    0.000    0.000    0.000 axis.py:753(get_transform)
       13    0.000    0.000    0.000    0.000 offsetbox.py:211(__init__)
      690    0.000    0.000    0.000    0.000 _mathtext_data.py:1724(<genexpr>)
      319    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:670(_check_name_wrapper)
        2    0.000    0.000    0.000    0.000 _local.py:581(glob)
      153    0.000    0.000    0.000    0.000 font_manager.py:811(set_variant)
      460    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 dviread.py:202(Dvi)
        4    0.000    0.000    0.000    0.000 core.py:1511(__mul__)
       62    0.000    0.000    0.000    0.000 axis.py:1811(convert_units)
      651    0.000    0.000    0.000    0.000 functools.py:66(wraps)
       84    0.000    0.000    0.000    0.000 transforms.py:309(xmax)
       46    0.000    0.000    0.000    0.000 axis.py:701(_get_shared_axes)
      126    0.000    0.000    0.000    0.000 transforms.py:2917(_interval_contains_close)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
       32    0.000    0.000    0.000    0.000 ticker.py:1712(nonsingular)
       15    0.000    0.000    0.000    0.000 core.py:8646(asanyarray)
       38    0.000    0.000    0.000    0.000 lines.py:717(_transform_path)
       62    0.000    0.000    0.000    0.000 transforms.py:1612(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 argparse.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _version.py:55(__init__)
     1079    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       21    0.000    0.000    0.000    0.000 artist.py:23(_prevent_rasterization)
        2    0.000    0.000    0.000    0.000 gridspec.py:648(get_position)
       30    0.000    0.000    0.000    0.000 __init__.py:1361(getLogger)
       84    0.000    0.000    0.000    0.000 transforms.py:304(ymin)
       35    0.000    0.000    0.000    0.000 core.py:3054(__init__)
      500    0.000    0.000    0.000    0.000 shape_base.py:208(_arrays_for_stack_dispatcher)
      208    0.000    0.000    0.000    0.000 scale.py:115(get_transform)
        1    0.000    0.000    0.000    0.000 secrets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
      200    0.000    0.000    0.000    0.000 colors.py:997(copy)
      176    0.000    0.000    0.000    0.000 transforms.py:2248(get_affine)
    347/1    0.000    0.000    0.000    0.000 __config__.py:19(_cleanup)
       26    0.000    0.000    0.000    0.000 _arraysetops_impl.py:145(unique)
        1    0.000    0.000    0.000    0.000 markers.py:150(MarkerStyle)
     1626    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       44    0.000    0.000    0.000    0.000 _base.py:3688(_validate_converted_limits)
      135    0.000    0.000    0.000    0.000 lines.py:1129(set_linewidth)
      423    0.000    0.000    0.000    0.000 artist.py:280(convert_yunits)
       40    0.000    0.000    0.000    0.000 core.py:2452(__init__)
       41    0.000    0.000    0.000    0.000 {method '__typing_subst__' of 'typing.TypeVar' objects}
      391    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       18    0.000    0.000    0.000    0.000 _base.py:4408(get_children)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
       51    0.000    0.000    0.000    0.000 artist.py:1013(set_alpha)
        3    0.000    0.000    0.000    0.000 legend_handler.py:465(update_prop)
       15    0.000    0.000    0.000    0.000 core.py:4347(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        8    0.000    0.000    0.000    0.000 ticker.py:2093(_validate_steps)
      132    0.000    0.000    0.000    0.000 inspect.py:1812(getattr_static)
      509    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
       78    0.000    0.000    0.000    0.000 axis.py:711(_get_axis_name)
       24    0.000    0.000    0.000    0.000 dviread.py:184(decorate)
       25    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:71(add_newdoc_for_scalar_type)
      306    0.000    0.000    0.000    0.000 copy.py:253(<genexpr>)
       22    0.000    0.000    0.000    0.000 core.py:4166(_generateDefaultName)
       10    0.000    0.000    0.000    0.000 _base.py:1149(_set_position)
       40    0.000    0.000    0.000    0.000 fromnumeric.py:2477(any)
  224/210    0.000    0.000    0.000    0.000 _compiler.py:434(_get_literal_prefix)
       78    0.000    0.000    0.000    0.000 fromnumeric.py:3618(round)
       56    0.000    0.000    0.000    0.000 _abc.py:130(with_segments)
        3    0.000    0.000    0.000    0.000 deprecation.py:255(rename_parameter)
      135    0.000    0.000    0.000    0.000 lines.py:1217(set_markeredgecolor)
     1530    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageMath.py:1(<module>)
       18    0.000    0.000    0.000    0.000 cbook.py:597(_get_data_path)
      292    0.000    0.000    0.000    0.000 _shape_base_impl.py:617(_column_stack_dispatcher)
       48    0.000    0.000    0.000    0.000 _compiler.py:384(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 scale.py:729(_get_scale_docs)
       52    0.000    0.000    0.000    0.000 typing.py:1131(_typevar_subst)
       73    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
      838    0.000    0.000    0.000    0.000 _parser.py:82(groups)
       14    0.000    0.000    0.000    0.000 core.py:5972(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       32    0.000    0.000    0.000    0.000 transforms.py:2317(blended_transform_factory)
       24    0.000    0.000    0.000    0.000 offsetbox.py:151(_get_aligned_offsets)
       49    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
      647    0.000    0.000    0.000    0.000 typing.py:1798(_value_and_type_iter)
     12/2    0.000    0.000    0.000    0.000 core.py:1571(makeOptionalList)
      183    0.000    0.000    0.000    0.000 backend_bases.py:883(set_foreground)
        3    0.000    0.000    0.000    0.000 argparse.py:1346(__init__)
        4    0.000    0.000    0.000    0.000 _base.py:1543(_set_title_offset_trans)
     1726    0.000    0.000    0.000    0.000 typing.py:840(<genexpr>)
       80    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        4    0.000    0.000    0.000    0.000 _base.py:1092(_update_transScale)
      243    0.000    0.000    0.000    0.000 <string>:2(__init__)
      208    0.000    0.000    0.000    0.000 {built-in method numpy.frompyfunc}
      135    0.000    0.000    0.000    0.000 lines.py:1237(set_markerfacecoloralt)
       13    0.000    0.000    0.000    0.000 transforms.py:1795(transform_path)
      322    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
       22    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedRandom' objects}
       15    0.000    0.000    0.000    0.000 __init__.py:241(split)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
        8    0.000    0.000    0.000    0.000 collections.py:781(set_facecolor)
      147    0.000    0.000    0.000    0.000 TiffTags.py:35(__new__)
       43    0.000    0.000    0.000    0.000 markers.py:345(get_transform)
      200    0.000    0.000    0.000    0.000 colors.py:814(__copy__)
      243    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
      153    0.000    0.000    0.000    0.000 _compiler.py:214(_compile_charset)
        1    0.000    0.000    0.000    0.000 __init__.py:596(matplotlib_fname)
      216    0.000    0.000    0.000    0.000 _parser.py:230(__init__)
       50    0.000    0.000    0.000    0.000 ipaddress.py:1930(__init__)
      135    0.000    0.000    0.000    0.000 lines.py:1409(set_dash_capstyle)
       41    0.000    0.000    0.000    0.000 transforms.py:2751(__init__)
      649    0.000    0.000    0.000    0.000 inspect.py:302(isclass)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:1(<module>)
       76    0.000    0.000    0.000    0.000 text.py:901(get_unitless_position)
       24    0.000    0.000    0.000    0.000 {method 'clip' of 'numpy.ndarray' objects}
       83    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:413(_broadcast_shape)
        7    0.000    0.000    0.000    0.000 typing.py:1748(__getitem__)
       88    0.000    0.000    0.000    0.000 _methods.py:58(_any)
       69    0.000    0.000    0.000    0.000 cbook.py:1695(_safe_first_finite)
        2    0.000    0.000    0.000    0.000 _abc.py:662(_glob_selector)
      548    0.000    0.000    0.000    0.000 cbook.py:1850(_str_equal)
       14    0.000    0.000    0.000    0.000 deprecation.py:185(finalize)
       24    0.000    0.000    0.000    0.000 __init__.py:214(__getattr__)
       30    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
      382    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_isabs)
       42    0.000    0.000    0.000    0.000 _local.py:252(_from_parsed_string)
      135    0.000    0.000    0.000    0.000 lines.py:1071(set_drawstyle)
       11    0.000    0.000    0.000    0.000 version.py:47(parse)
      126    0.000    0.000    0.000    0.000 ticker.py:246(fix_minus)
        2    0.000    0.000    0.000    0.000 _base.py:837(set_figure)
      148    0.000    0.000    0.000    0.000 transforms.py:2412(transform_non_affine)
        1    0.000    0.000    0.000    0.000 registry.py:1(<module>)
       12    0.000    0.000    0.000    0.000 typing.py:1658(copy_with)
      548    0.000    0.000    0.000    0.000 rcsetup.py:191(validator)
        5    0.000    0.000    0.000    0.000 typing.py:806(Optional)
       27    0.000    0.000    0.000    0.000 artist.py:44(allow_rasterization)
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
       38    0.000    0.000    0.000    0.000 rcsetup.py:759(<genexpr>)
       85    0.000    0.000    0.000    0.000 _local.py:117(__init__)
      158    0.000    0.000    0.000    0.000 _base.py:569(_axis_map)
        3    0.000    0.000    0.000    0.000 legend_handler.py:77(_update_prop)
      509    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
       26    0.000    0.000    0.000    0.000 _arraysetops_impl.py:339(_unique1d)
       30    0.000    0.000    0.000    0.000 functools.py:539(decorating_function)
       24    0.000    0.000    0.000    0.000 offsetbox.py:70(_get_packed_offsets)
        2    0.000    0.000    0.000    0.000 glob.py:370(selector)
        3    0.000    0.000    0.000    0.000 __init__.py:617(gen_candidates)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1709(__init__)
        3    0.000    0.000    0.000    0.000 legend_handler.py:83(_default_update_prop)
       13    0.000    0.000    0.000    0.000 textwrap.py:470(indent)
        1    0.000    0.000    0.000    0.000 pkgutil.py:319(extend_path)
       16    0.000    0.000    0.000    0.000 core.py:3203(view)
      724    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      628    0.000    0.000    0.000    0.000 _linalg.py:128(isComplexType)
  502/274    0.000    0.000    0.000    0.000 transforms.py:2400(<lambda>)
        3    0.000    0.000    0.000    0.000 collections.py:948(update_from)
       24    0.000    0.000    0.000    0.000 _methods.py:99(_clip)
       11    0.000    0.000    0.000    0.000 version.py:188(__init__)
       39    0.000    0.000    0.000    0.000 <frozen zipimport>:68(__init__)
        4    0.000    0.000    0.000    0.000 getlimits.py:549(_init)
       23    0.000    0.000    0.000    0.000 markers.py:776(_set_tickdown)
        8    0.000    0.000    0.000    0.000 transforms.py:1719(set)
      418    0.000    0.000    0.000    0.000 _linalg.py:142(_realType)
      465    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 ExifTags.py:305(GPS)
       52    0.000    0.000    0.000    0.000 core.py:938(__init__)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:390(realpath)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
       40    0.000    0.000    0.000    0.000 transforms.py:365(bounds)
       10    0.000    0.000    0.000    0.000 typing.py:2194(__init_subclass__)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:1(<module>)
        2    0.000    0.000    0.000    0.000 glob.py:414(wildcard_selector)
      113    0.000    0.000    0.000    0.000 path.py:162(_fast_from_codes_and_verts)
       19    0.000    0.000    0.000    0.000 __init__.py:482(cycler)
       78    0.000    0.000    0.000    0.000 core.py:4167(<genexpr>)
        1    0.000    0.000    0.000    0.000 unicode.py:1(<module>)
       13    0.000    0.000    0.000    0.000 typing.py:1715(copy_with)
        7    0.000    0.000    0.000    0.000 core.py:1478(__radd__)
      490    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
      748    0.000    0.000    0.000    0.000 ast.py:278(iter_fields)
        2    0.000    0.000    0.000    0.000 typing.py:3137(__new__)
      208    0.000    0.000    0.000    0.000 shape_base.py:216(_vhstack_dispatcher)
        2    0.000    0.000    0.000    0.000 glob.py:367(compile)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:1(<module>)
        2    0.000    0.000    0.000    0.000 gridspec.py:144(get_grid_positions)
      104    0.000    0.000    0.000    0.000 _type_check_impl.py:213(isreal)
      149    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
       10    0.000    0.000    0.000    0.000 path.py:191(_create_closed)
        1    0.000    0.000    0.000    0.000 transforms.py:208(BboxBase)
       10    0.000    0.000    0.000    0.000 transforms.py:1381(contains_branch)
        1    0.000    0.000    0.000    0.000 uuid.py:1(<module>)
      132    0.000    0.000    0.000    0.000 inspect.py:1773(_check_class)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:560(get_configdir)
       30    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
        1    0.000    0.000    0.000    0.000 glob.py:322(_compile_pattern)
  154/150    0.000    0.000    0.000    0.000 transforms.py:2590(get_matrix)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
       72    0.000    0.000    0.000    0.000 _local.py:277(_raw_path)
     2236    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
  306/282    0.000    0.000    0.000    0.000 results.py:176(__init__)
       68    0.000    0.000    0.000    0.000 cbook.py:2342(_unpack_to_numpy)
       28    0.000    0.000    0.000    0.000 transforms.py:2275(__init__)
      152    0.000    0.000    0.000    0.000 enum.py:925(_check_for_existing_members_)
       87    0.000    0.000    0.000    0.000 backend_agg.py:41(get_hinting_flag)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2766(NavigationToolbar2)
      130    0.000    0.000    0.000    0.000 text.py:1330(set_usetex)
      135    0.000    0.000    0.000    0.000 lines.py:506(set_pickradius)
        3    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:57(comma_separated)
       23    0.000    0.000    0.000    0.000 core.py:5297(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
       90    0.000    0.000    0.000    0.000 text.py:1054(set_fontfamily)
        9    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
       11    0.000    0.000    0.000    0.000 core.py:1730(__call__)
        5    0.000    0.000    0.000    0.000 collections.py:848(set_alpha)
      432    0.000    0.000    0.000    0.000 _compiler.py:568(isstring)
        1    0.000    0.000    0.000    0.000 __init__.py:240(<lambda>)
      328    0.000    0.000    0.000    0.000 typing.py:1803(__eq__)
      312    0.000    0.000    0.000    0.000 artist.py:448(get_transform)
