cuda
Execution time: 3.6003365516662598 seconds
         2518875 function calls (2475024 primitive calls) in 7.201 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 path.py:191(_create_closed)
        1    0.000    0.000    0.000    0.000 transformed_distribution.py:1(<module>)
        3    0.000    0.000    0.000    0.000 constants.py:1(<module>)
     2841    0.000    0.000    0.000    0.000 font_manager.py:717(get_family)
       68    0.000    0.000    0.000    0.000 units.py:56(_is_natively_supported)
      509    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
      657    0.000    0.000    0.000    0.000 text.py:1275(set_text)
        1    0.000    0.000    0.000    0.000 half_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:1(<module>)
      569    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
       15    0.000    0.000    0.000    0.000 __init__.py:241(split)
       11    0.000    0.000    0.000    0.000 version.py:47(parse)
       52    0.000    0.000    0.000    0.000 ipaddress.py:1930(__init__)
        1    0.000    0.000    0.000    0.000 model.py:1883(BaseTy)
        2    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1(<module>)
       27    0.000    0.000    0.000    0.000 artist.py:44(allow_rasterization)
      160    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:234(Backend)
        1    0.000    0.000    0.000    0.000 constraints.py:1(<module>)
        4    0.000    0.000    0.000    0.000 getlimits.py:549(_init)
       56    0.000    0.000    0.000    0.000 core.py:624(filled)
      135    0.000    0.000    0.000    0.000 core.py:2009(__eq__)
        2    0.000    0.000    0.000    0.000 normalization.py:1(<module>)
      130    0.000    0.000    0.000    0.000 text.py:1330(set_usetex)
        4    0.000    0.000    0.000    0.000 _base.py:1573(_set_title_offset_trans)
        3    0.000    0.000    0.000    0.000 argparse.py:1352(__init__)
      858    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
     2878    0.000    0.000    0.000    0.000 font_manager.py:762(get_size)
       23    0.000    0.000    0.000    0.000 markers.py:776(_set_tickdown)
       17    0.000    0.000    0.000    0.000 _base.py:3948(get_ylim)
        1    0.000    0.000    0.000    0.000 _script.py:934(_get_methods)
      135    0.000    0.000    0.000    0.000 lines.py:506(set_pickradius)
       26    0.000    0.000    0.000    0.000 _sources.py:88(__init__)
        3    0.000    0.000    0.000    0.000 gettext.py:627(gettext)
        8    0.000    0.000    0.000    0.000 __init__.py:742(children)
       68    0.000    0.000    0.000    0.000 cbook.py:2352(_unpack_to_numpy)
      669    0.000    0.000    0.000    0.000 inspect.py:485(istraceback)
        3    0.000    0.000    0.000    0.000 gettext.py:587(dgettext)
      278    0.000    0.000    0.000    0.000 text.py:687(_get_wrapped_text)
        8    0.000    0.000    0.000    0.000 transforms.py:1719(set)
     2761    0.000    0.000    0.000    0.000 inspect.py:3074(parameters)
       35    0.000    0.000    0.000    0.000 _functools.py:89(pass_none)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _version.py:55(__init__)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wrappers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 TiffTags.py:439(_populate)
      311    0.000    0.000    0.000    0.000 function_base.py:455(_needs_add_docstring)
        1    0.000    0.000    0.000    0.000 _lobpcg.py:1(<module>)
       11    0.000    0.000    0.000    0.000 version.py:188(__init__)
        1    0.000    0.000    0.000    0.000 _symbolic_trace.py:241(Tracer)
        1    0.000    0.000    0.000    0.000 _lowrank.py:1(<module>)
        4    0.000    0.000    0.000    0.000 legend.py:717(_findoffset)
        1    0.000    0.000    0.000    0.000 ImageMath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _torch_docs.py:11(parse_kwargs)
       38    0.000    0.000    0.000    0.000 rcsetup.py:759(<genexpr>)
    26/16    0.000    0.000    0.000    0.000 transforms.py:2377(__eq__)
        1    0.000    0.000    0.000    0.000 _sources.py:1(<module>)
        3    0.000    0.000    0.000    0.000 gettext.py:528(translation)
       90    0.000    0.000    0.000    0.000 text.py:1054(set_fontfamily)
      227    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        1    0.000    0.000    0.000    0.000 code.py:1(<module>)
       16    0.000    0.000    0.000    0.000 transforms.py:1057(set)
       25    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:71(add_newdoc_for_scalar_type)
       84    0.000    0.000    0.000    0.000 <frozen os>:711(__getitem__)
     2205    0.000    0.000    0.000    0.000 {built-in method math.factorial}
        1    0.000    0.000    0.000    0.000 __init__.py:596(matplotlib_fname)
     1406    0.000    0.000    0.000    0.000 inspect.py:1167(tokeneater)
     2698    0.000    0.000    0.000    0.000 font_manager.py:733(get_style)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        8    0.000    0.000    0.000    0.000 colorizer.py:517(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method torch.cuda._get_device_properties}
     1032    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:1(<module>)
        3    0.000    0.000    0.000    0.000 gettext.py:488(find)
        1    0.000    0.000    0.000    0.000 _trace.py:594(ignore_lib_warnings)
       85    0.000    0.000    0.000    0.000 sym_node.py:1538(_make_user_magic)
      202    0.000    0.000    0.000    0.000 transforms.py:338(intervaly)
        3    0.000    0.000    0.000    0.000 PngImagePlugin.py:1131(write)
        1    0.000    0.000    0.000    0.000 fake_utils.py:1(<module>)
      114    0.000    0.000    0.000    0.000 lines.py:968(_get_markerfacecolor)
        3    0.000    0.000    0.000    0.000 autocast_mode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:41(__getattr__)
        1    0.000    0.000    0.000    0.000 _named_member_accessor.py:106(NamedMemberAccessor)
        1    0.000    0.000    0.000    0.000 nccl.py:1(<module>)
      207    0.000    0.000    0.000    0.000 __init__.py:351(<genexpr>)
      114    0.000    0.000    0.000    0.000 _parser.py:311(_class_escape)
      503    0.000    0.000    0.000    0.000 wrappers.py:268(<genexpr>)
       62    0.000    0.000    0.000    0.000 <frozen _collections_abc>:808(get)
       10    0.000    0.000    0.000    0.000 transforms.py:1381(contains_branch)
      135    0.000    0.000    0.000    0.000 lines.py:1361(set_dash_joinstyle)
      748    0.000    0.000    0.000    0.000 ast.py:278(iter_fields)
     1427    0.000    0.000    0.000    0.000 transforms.py:1926(get_matrix)
       30    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
       28    0.000    0.000    0.000    0.000 transforms.py:2275(__init__)
        1    0.000    0.000    0.000    0.000 ExifTags.py:305(GPS)
       22    0.000    0.000    0.000    0.000 markers.py:756(_set_tickleft)
       24    0.000    0.000    0.000    0.000 __init__.py:214(__getattr__)
       40    0.000    0.000    0.000    0.000 core.py:1471(getmaskarray)
      325    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
      383    0.000    0.000    0.000    0.000 text.py:1205(set_x)
      113    0.000    0.000    0.000    0.000 _ops.py:695(_namespace)
        1    0.000    0.000    0.000    0.000 model.py:358(ScalarType)
        3    0.000    0.000    0.000    0.000 legend_handler.py:77(_update_prop)
        2    0.000    0.000    0.000    0.000 _abc.py:662(_glob_selector)
     1107    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      177    0.000    0.000    0.000    0.000 font_manager.py:824(set_weight)
       19    0.000    0.000    0.000    0.000 __init__.py:482(cycler)
        7    0.000    0.000    0.000    0.000 core.py:1478(__radd__)
        1    0.000    0.000    0.000    0.000 graph_manipulation.py:1(<module>)
        3    0.000    0.000    0.000    0.000 legend_handler.py:83(_default_update_prop)
     2698    0.000    0.000    0.000    0.000 font_manager.py:754(get_stretch)
        1    0.000    0.000    0.000    0.000 fake_class_registry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:1(<module>)
       12    0.000    0.000    0.000    0.000 transforms.py:1602(transform_path_affine)
       36    0.000    0.000    0.000    0.000 ticker.py:1984(scale_range)
        1    0.000    0.000    0.000    0.000 _recursive.py:423(ConcreteTypeStore)
        1    0.000    0.000    0.000    0.000 collect_env.py:1(<module>)
     2698    0.000    0.000    0.000    0.000 font_manager.py:739(get_variant)
       78    0.000    0.000    0.000    0.000 core.py:4167(<genexpr>)
      155    0.000    0.000    0.000    0.000 font_manager.py:1154(get_default_size)
       21    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.cleanup_path}
     2401    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:57(comma_separated)
       95    0.000    0.000    0.000    0.000 __init__.py:110(read)
        2    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        3    0.000    0.000    0.000    0.000 collections.py:948(update_from)
       70    0.000    0.000    0.000    0.000 typing.py:1754(<genexpr>)
        1    0.000    0.000    0.000    0.000 unicode.py:1(<module>)
      377    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 swa_utils.py:115(AveragedModel)
       36    0.000    0.000    0.000    0.000 _local.py:252(_from_parsed_string)
    347/1    0.000    0.000    0.000    0.000 __config__.py:19(_cleanup)
     2698    0.000    0.000    0.000    0.000 font_manager.py:745(get_weight)
      153    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
        2    0.000    0.000    0.000    0.000 quant_type.py:1(<module>)
     1769    0.000    0.000    0.000    0.000 transforms.py:1039(get_points)
       15    0.000    0.000    0.000    0.000 core.py:1756(mask_or)
        3    0.000    0.000    0.000    0.000 fnmatch.py:85(_translate)
       10    0.000    0.000    0.000    0.000 transforms.py:1710(__eq__)
        1    0.000    0.000    0.000    0.000 proxy.py:118(TracerBase)
       11    0.000    0.000    0.000    0.000 core.py:1730(__call__)
        1    0.000    0.000    0.000    0.000 dviread.py:202(Dvi)
      135    0.000    0.000    0.000    0.000 lines.py:1425(set_solid_capstyle)
  306/282    0.000    0.000    0.000    0.000 results.py:176(__init__)
      962    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 glob.py:370(selector)
      669    0.000    0.000    0.000    0.000 inspect.py:495(isframe)
        3    0.000    0.000    0.000    0.000 sparse.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:946(TypeIs)
       45    0.000    0.000    0.000    0.000 transforms.py:359(size)
        1    0.000    0.000    0.000    0.000 hints_wrap.py:20(__init__)
      135    0.000    0.000    0.000    0.000 lines.py:1377(set_solid_joinstyle)
        2    0.000    0.000    0.000    0.000 gridspec.py:144(get_grid_positions)
        3    0.000    0.000    0.000    0.000 __init__.py:617(gen_candidates)
        1    0.000    0.000    0.000    0.000 _hook_iterator.py:1(<module>)
      113    0.000    0.000    0.000    0.000 inspect.py:1637(__new__)
      371    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
        1    0.000    0.000    0.000    0.000 rrule.py:1(<module>)
       35    0.000    0.000    0.000    0.000 _local.py:140(joinpath)
       10    0.000    0.000    0.000    0.000 transforms.py:2156(__eq__)
        1    0.000    0.000    0.000    0.000 split_module.py:1(<module>)
       48    0.000    0.000    0.000    0.000 dataclasses.py:886(_hash_add)
      374    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
     1082    0.000    0.000    0.000    0.000 __init__.py:1764(isEnabledFor)
      165    0.000    0.000    0.000    0.000 font_manager.py:934(set_math_fontfamily)
      372    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
       35    0.000    0.000    0.000    0.000 _functools.py:99(wrapper)
        1    0.000    0.000    0.000    0.000 adamw.py:1(<module>)
      836    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       19    0.000    0.000    0.000    0.000 typing.py:1927(_get_protocol_attrs)
       36    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _python_dispatch.py:295(TensorWithFlatten)
       35    0.000    0.000    0.000    0.000 __init__.py:930(__init__)
      171    0.000    0.000    0.000    0.000 transforms.py:2208(<lambda>)
      219    0.000    0.000    0.000    0.000 _compiler.py:470(_get_charset_prefix)
      662    0.000    0.000    0.000    0.000 typing.py:1802(_value_and_type_iter)
      373    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
       23    0.000    0.000    0.000    0.000 core.py:5297(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:2160(_signature_strip_non_python_syntax)
        8    0.000    0.000    0.000    0.000 typing.py:2403(get_type_hints)
        2    0.000    0.000    0.000    0.000 glob.py:414(wildcard_selector)
     1566    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
        3    0.000    0.000    0.000    0.000 embedding_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyfunctorch.py:1(<module>)
      165    0.000    0.000    0.000    0.000 font_manager.py:850(set_stretch)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2766(NavigationToolbar2)
      103    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
      133    0.000    0.000    0.000    0.000 _parser.py:448(_uniq)
       87    0.000    0.000    0.000    0.000 numerictypes.py:471(issubdtype)
        1    0.000    0.000    0.000    0.000 conv.py:482(Conv2d)
        5    0.000    0.000    0.000    0.000 _axes.py:4618(_parse_scatter_color_args)
        2    0.000    0.000    0.000    0.000 glob.py:367(compile)
       23    0.000    0.000    0.000    0.000 colors.py:1234(reversed)
        9    0.000    0.000    0.000    0.000 infer_schema.py:188(<genexpr>)
       26    0.000    0.000    0.000    0.000 _mangling.py:46(is_mangled)
        1    0.000    0.000    0.000    0.000 model.py:1388(FunctionSchema)
     2766    0.000    0.000    0.000    0.000 inspect.py:2783(default)
        1    0.000    0.000    0.000    0.000 verifier.py:1(<module>)
       19    0.000    0.000    0.000    0.000 __init__.py:546(_cycler)
        1    0.000    0.000    0.000    0.000 conv_fused.py:708(ConvBnReLU2d)
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        6    0.000    0.000    0.000    0.000 offsetbox.py:389(__init__)
        1    0.000    0.000    0.000    0.000 glob.py:322(_compile_pattern)
        9    0.000    0.000    0.000    0.000 api.py:86(_require_initialized)
       32    0.000    0.000    0.000    0.000 __init__.py:1119(__init__)
      164    0.000    0.000    0.000    0.000 transforms.py:329(intervalx)
        1    0.000    0.000    0.000    0.000 relativedelta.py:1(<module>)
        8    0.000    0.000    0.000    0.000 core.py:582(_setResultsName)
      816    0.000    0.000    0.000    0.000 traceback.py:293(__init__)
     1230    0.000    0.000    0.000    0.000 _parser.py:112(__init__)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
      820    0.000    0.000    0.000    0.000 dataclasses.py:699(_is_initvar)
        1    0.000    0.000    0.000    0.000 graph.py:56(Node)
        5    0.000    0.000    0.000    0.000 _base.py:2583(update_datalim)
       36    0.000    0.000    0.000    0.000 inspect.py:412(isgeneratorfunction)
      274    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
       23    0.000    0.000    0.000    0.000 markers.py:770(_set_tickup)
        1    0.000    0.000    0.000    0.000 nadam.py:1(<module>)
      255    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      154    0.000    0.000    0.000    0.000 transforms.py:1355(_iter_break_from_left_to_right)
        1    0.000    0.000    0.000    0.000 patches.py:3167(ArrowStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:560(get_configdir)
        1    0.000    0.000    0.000    0.000 container.py:64(Sequential)
      617    0.000    0.000    0.000    0.000 dataclasses.py:519(_field_assign)
       12    0.000    0.000    0.000    0.000 transforms.py:514(shrunk_to_aspect)
     2278    0.000    0.000    0.000    0.000 copy.py:173(_deepcopy_atomic)
       53    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
       13    0.000    0.000    0.000    0.000 cbook.py:305(_connect_picklable)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
      510    0.000    0.000    0.000    0.000 _compiler.py:573(isstring)
        1    0.000    0.000    0.000    0.000 profiler.py:92(_KinetoProfile)
      617    0.000    0.000    0.000    0.000 dataclasses.py:591(_init_param)
      363    0.000    0.000    0.000    0.000 text.py:1216(set_y)
       21    0.000    0.000    0.000    0.000 artist.py:23(_prevent_rasterization)
      105    0.000    0.000    0.000    0.000 typing.py:341(_unpack_args)
      214    0.000    0.000    0.000    0.000 cbook.py:1871(_str_lower_equal)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:1(<module>)
       46    0.000    0.000    0.000    0.000 colors.py:1194(__init__)
        1    0.000    0.000    0.000    0.000 impl.py:114(CustomOp)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       28    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
       33    0.000    0.000    0.000    0.000 __init__.py:675(__init__)
        2    0.000    0.000    0.000    0.000 fused.py:1(<module>)
      377    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 _thunk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selecting.py:1(<module>)
      137    0.000    0.000    0.000    0.000 colors.py:1012(__init__)
       22    0.000    0.000    0.000    0.000 markers.py:762(_set_tickright)
        1    0.000    0.000    0.000    0.000 flatten.py:1(<module>)
        1    0.000    0.000    0.000    0.000 asgd.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:3142(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:240(<lambda>)
        2    0.000    0.000    0.000    0.000 fuser_method_mappings.py:1(<module>)
       30    0.000    0.000    0.000    0.000 core.py:1594(_shrink_mask)
        1    0.000    0.000    0.000    0.000 traceback.py:38(NodeSource)
     1178    0.000    0.000    0.000    0.000 _base.py:885(<genexpr>)
        9    0.000    0.000    0.000    0.000 _contextlib.py:124(__call__)
        1    0.000    0.000    0.000    0.000 radam.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adadelta.py:1(<module>)
      150    0.000    0.000    0.000    0.000 transforms.py:2216(transform_non_affine)
        1    0.000    0.000    0.000    0.000 adamax.py:1(<module>)
      646    0.000    0.000    0.000    0.000 __init__.py:153(<genexpr>)
        1    0.000    0.000    0.000    0.000 registry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rmsprop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:212(_get_version)
       78    0.000    0.000    0.000    0.000 cbook.py:1744(sanitize_sequence)
      130    0.000    0.000    0.000    0.000 <frozen _collections_abc>:916(__iter__)
       16    0.000    0.000    0.000    0.000 bezier.py:15(_comb)
      232    0.000    0.000    0.000    0.000 transforms.py:239(x0)
        1    0.000    0.000    0.000    0.000 conv_fused.py:442(ConvBn1d)
       97    0.000    0.000    0.000    0.000 __init__.py:1477(__init__)
        3    0.000    0.000    0.000    0.000 _local.py:664(resolve)
        1    0.000    0.000    0.000    0.000 package_exporter.py:182(PackageExporter)
        1    0.000    0.000    0.000    0.000 _foreach_utils.py:1(<module>)
       50    0.000    0.000    0.000    0.000 _internal.py:893(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.000    0.000 callable.py:180(CollatorIterDataPipe)
        1    0.000    0.000    0.000    0.000 axis3d.py:38(Axis)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1458(CyclicLR)
       16    0.000    0.000    0.000    0.000 axis.py:1946(_set_formatter)
     1756    0.000    0.000    0.000    0.000 typing.py:840(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
     1008    0.000    0.000    0.000    0.000 _function_base_impl.py:2555(<genexpr>)
        1    0.000    0.000    0.000    0.000 grad.py:1(<module>)
      496    0.000    0.000    0.000    0.000 colors.py:358(<genexpr>)
       19    0.000    0.000    0.000    0.000 __init__.py:226(_from_iter)
       81    0.000    0.000    0.000    0.000 core.py:1374(make_mask_descr)
       19    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
      754    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _builtins.py:1(<module>)
       24    0.000    0.000    0.000    0.000 dviread.py:184(decorate)
       44    0.000    0.000    0.000    0.000 getlimits.py:92(_float_to_float)
      322    0.000    0.000    0.000    0.000 rcsetup.py:893(_convert_validator_spec)
        1    0.000    0.000    0.000    0.000 find_file_dependencies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:579(get_cachedir)
        1    0.000    0.000    0.000    0.000 rprop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 param_fetch.py:1(<module>)
     1122    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       36    0.000    0.000    0.000    0.000 _methods.py:50(_sum)
       35    0.000    0.000    0.000    0.000 __init__.py:739(joinpath)
        1    0.000    0.000    0.000    0.000 pass_base.py:1(<module>)
     1394    0.000    0.000    0.000    0.000 multiarray.py:180(concatenate)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
      731    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        7    0.000    0.000    0.000    0.000 core.py:5977(__add__)
       34    0.000    0.000    0.000    0.000 utils.py:141(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:28(Collection)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
       24    0.000    0.000    0.000    0.000 c10d_logger.py:77(_exception_logger)
        1    0.000    0.000    0.000    0.000 argparse.py:1888(parse_args)
      530    0.000    0.000    0.000    0.000 inspect.py:509(iscode)
      113    0.000    0.000    0.000    0.000 simple_registry.py:46(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1898(parse_known_args)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1661(_ip_int_from_string)
       44    0.000    0.000    0.000    0.000 results.py:573(copy)
       11    0.000    0.000    0.000    0.000 colorizer.py:226(_set_cmap)
       24    0.000    0.000    0.000    0.000 datapipe.py:153(register_datapipe_as_function)
        1    0.000    0.000    0.000    0.000 patches.py:3904(__init__)
       16    0.000    0.000    0.000    0.000 tokenize.py:466(tokenize)
        1    0.000    0.000    0.000    0.000 argparse.py:1901(_parse_known_args2)
        1    0.000    0.000    0.000    0.000 device_mesh.py:66(_MeshEnv)
      127    0.000    0.000    0.000    0.000 _ops.py:1040(__str__)
        1    0.000    0.000    0.000    0.000 semi_structured.py:38(SparseSemiStructuredTensor)
        1    0.000    0.000    0.000    0.000 upsampling.py:1(<module>)
      339    0.000    0.000    0.000    0.000 _linalg.py:198(_assert_stacked_square)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
      114    0.000    0.000    0.000    0.000 typing.py:2696(overload)
      509    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
       21    0.000    0.000    0.000    0.000 artist.py:263(have_units)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 const_fold.py:1(<module>)
        1    0.000    0.000    0.000    0.000 join.py:104(Join)
      142    0.000    0.000    0.000    0.000 offsetbox.py:184(<genexpr>)
      165    0.000    0.000    0.000    0.000 rcsetup.py:151(validate_bool)
        3    0.000    0.000    0.000    0.000 _abc.py:754(home)
     1462    0.000    0.000    0.000    0.000 _builtins.py:143(_is_special_functional_bound_op)
      490    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
      157    0.000    0.000    0.000    0.000 lines.py:33(_get_dash_pattern)
        1    0.000    0.000    0.000    0.000 invoke_subgraph.py:35(InvokeSubgraphHOP)
        1    0.000    0.000    0.000    0.000 profiler.py:531(profile)
        8    0.000    0.000    0.000    0.000 collections.py:830(set_edgecolor)
      278    0.000    0.000    0.000    0.000 text.py:284(get_rotation)
       38    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
      233    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
     1890    0.000    0.000    0.000    0.000 __init__.py:884(<lambda>)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.000    0.000 functional_tensor.py:665(PythonFunctionalizeAPI)
       10    0.000    0.000    0.000    0.000 axis.py:1158(get_inverted)
        1    0.000    0.000    0.000    0.000 options.py:46(TensorPipeRpcBackendOptions)
        1    0.000    0.000    0.000    0.000 _decorator.py:74(non_deterministic)
        1    0.000    0.000    0.000    0.000 graph.py:901(_FindNodesLookupTable)
        1    0.000    0.000    0.000    0.000 _guards.py:81(GuardSource)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
        5    0.000    0.000    0.000    0.000 core.py:8596(asarray)
       26    0.000    0.000    0.000    0.000 patches.py:377(set_edgecolor)
      360    0.000    0.000    0.000    0.000 inspect.py:2514(<lambda>)
      159    0.000    0.000    0.000    0.000 core.py:6922(is_masked)
       12    0.000    0.000    0.000    0.000 _base.py:1127(get_position)
        9    0.000    0.000    0.000    0.000 _contextlib.py:70(context_decorator)
        1    0.000    0.000    0.000    0.000 streamreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 find_file_dependencies.py:8(_ExtractModuleReferences)
        1    0.000    0.000    0.000    0.000 random.py:111(manual_seed_all)
        1    0.000    0.000    0.000    0.000 timeouts.py:26(Timeout)
       85    0.000    0.000    0.000    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 patches.py:4135(FancyArrowPatch)
        1    0.000    0.000    0.000    0.000 graph_module.py:403(GraphModule)
       36    0.000    0.000    0.000    0.000 cbook.py:133(_weak_or_strong_ref)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ExifTags.py:361(LightSource)
        1    0.000    0.000    0.000    0.000 backend_registration.py:1(<module>)
       33    0.000    0.000    0.000    0.000 <frozen _collections_abc>:979(update)
        2    0.000    0.000    0.000    0.000 _base.py:922(_set_lim_and_transforms)
        9    0.000    0.000    0.000    0.000 cbook.py:597(_get_data_path)
       82    0.000    0.000    0.000    0.000 functools.py:440(_unwrap_partialmethod)
        1    0.000    0.000    0.000    0.000 _comparison.py:33(ErrorMeta)
        3    0.000    0.000    0.000    0.000 offsetbox.py:605(__init__)
        1    0.000    0.000    0.000    0.000 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:72(FakeQuantizeBase)
       10    0.000    0.000    0.000    0.000 ticker.py:2249(view_limits)
     1625    0.000    0.000    0.000    0.000 font_manager.py:926(get_math_fontfamily)
        2    0.000    0.000    0.000    0.000 dropout.py:1(<module>)
       38    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       27    0.000    0.000    0.000    0.000 patches.py:362(_set_edgecolor)
        3    0.000    0.000    0.000    0.000 _meta_registrations.py:6652(_register_inplace_meta)
       65    0.000    0.000    0.000    0.000 results.py:454(__iadd__)
        1    0.000    0.000    0.000    0.000 argparse.py:1939(_parse_known_args)
        1    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
        4    0.000    0.000    0.000    0.000 legend.py:1128(_get_anchored_bbox)
       85    0.000    0.000    0.000    0.000 enum.py:932(_check_for_existing_members_)
       92    0.000    0.000    0.000    0.000 backend_bases.py:903(set_joinstyle)
