CMDLINE /home/kilianp/Documents/KTH/Courses/High_Performance_Computing_Introduction/hpc-project/.venv/bin/python3 runner.py -N 1000
MEM 217.421875 1739815270.3107
MEM 224.414062 1739815270.4110
MEM 215.593750 1739815270.5113
MEM 223.210938 1739815270.6114
MEM 208.343750 1739815270.7117
MEM 215.636719 1739815270.8119
MEM 222.742188 1739815270.9121
MEM 215.652344 1739815271.0124
MEM 223.417969 1739815271.1127
MEM 215.628906 1739815271.2129
MEM 220.738281 1739815271.3130
MEM 208.375000 1739815271.4133
MEM 215.667969 1739815271.5135
MEM 214.652344 1739815271.6138
MEM 220.785156 1739815271.7139
MEM 208.425781 1739815271.8141
MEM 215.925781 1739815271.9144
MEM 224.316406 1739815272.0147
MEM 217.496094 1739815272.1149
MEM 224.015625 1739815272.2152
MEM 215.710938 1739815272.3155
MEM 223.328125 1739815272.4157
MEM 217.023438 1739815272.5159
MEM 223.496094 1739815272.6161
MEM 215.707031 1739815272.7169
MEM 220.816406 1739815272.8171
MEM 208.457031 1739815272.9173
MEM 218.781250 1739815273.0175
MEM 215.757812 1739815273.1177
MEM 220.863281 1739815273.2179
MEM 208.503906 1739815273.3182
MEM 216.007812 1739815273.4185
MEM 224.398438 1739815273.5188
MEM 218.347656 1739815273.6190
MEM 208.500000 1739815273.7192
MEM 215.792969 1739815273.8194
MEM 224.437500 1739815273.9196
MEM 218.128906 1739815274.0199
MEM 223.574219 1739815274.1201
MEM 212.765625 1739815274.2203
MEM 220.898438 1739815274.3205
MEM 208.539062 1739815274.4208
MEM 215.828125 1739815274.5210
MEM 224.476562 1739815274.6214
MEM 218.429688 1739815274.7216
MEM 208.585938 1739815274.8218
MEM 215.828125 1739815274.9221
MEM 224.214844 1739815275.0223
MEM 217.652344 1739815275.1225
MEM 223.914062 1739815275.2227
MEM 215.867188 1739815275.3229
MEM 222.976562 1739815275.4231
MEM 215.890625 1739815275.5234
MEM 223.656250 1739815275.6236
MEM 215.871094 1739815275.7238
MEM 218.464844 1739815275.8240
MEM 224.468750 1739815275.9243
MEM 215.910156 1739815276.0246
MEM 223.019531 1739815276.1248
MEM 208.656250 1739815276.2251
MEM 215.898438 1739815276.3254
MEM 223.515625 1739815276.4257
MEM 215.921875 1739815276.5259
MEM 223.730469 1739815276.6262
MEM 215.941406 1739815276.7265
MEM 223.050781 1739815276.8267
MEM 215.964844 1739815276.9269
MEM 223.726562 1739815277.0271
MEM 215.941406 1739815277.1274
MEM 223.046875 1739815277.2276
MEM 215.960938 1739815277.3278
MEM 223.011719 1739815277.4281
MEM 215.984375 1739815277.5283
MEM 221.093750 1739815277.6286
MEM 208.984375 1739815277.7288
MEM 216.234375 1739815277.8290
MEM 212.957031 1739815277.9292
MEM 221.085938 1739815278.0295
MEM 208.726562 1739815278.1297
MEM 216.019531 1739815278.2300
MEM 223.378906 1739815278.3302
MEM 216.039062 1739815278.4305
MEM 223.800781 1739815278.5308
MEM 216.015625 1739815278.6310
MEM 223.125000 1739815278.7312
MEM 216.039062 1739815278.8315
MEM 223.847656 1739815278.9318
MEM 216.058594 1739815279.0319
MEM 218.136719 1739815279.1322
MEM 208.804688 1739815279.2324
MEM 216.046875 1739815279.3326
MEM 223.921875 1739815279.4329
MEM 217.875000 1739815279.5331
MEM 223.882812 1739815279.6334
MEM 216.093750 1739815279.7336
MEM 223.453125 1739815279.8339
MEM 217.144531 1739815279.9341
MEM 223.878906 1739815280.0344
MEM 216.093750 1739815280.1346
MEM 221.199219 1739815280.2348
MEM 208.835938 1739815280.3350
MEM 216.128906 1739815280.4352
MEM 221.238281 1739815280.5355
MEM 211.128906 1739815280.6357
MEM 221.148438 1739815280.7360
MEM 216.125000 1739815280.8362
MEM 216.140625 1739815280.9365
MEM 223.949219 1739815281.0368
MEM 216.164062 1739815281.1370
MEM 221.269531 1739815281.2372
MEM 211.164062 1739815281.3374
MEM 216.414062 1739815281.4376
MEM 209.851562 1739815281.5379
MEM 221.269531 1739815281.6381
MEM 208.906250 1739815281.7383
MEM 216.199219 1739815281.8385
MEM 211.574219 1739815281.9387
MEM 219.308594 1739815282.0389
MEM 208.949219 1739815282.1391
MEM 216.453125 1739815282.2394
MEM 223.304688 1739815282.3396
MEM 216.214844 1739815282.4399
MEM 216.230469 1739815282.5401
MEM 224.105469 1739815282.6403
MEM 217.800781 1739815282.7405
MEM 224.019531 1739815282.8408
MEM 216.230469 1739815282.9410
MEM 223.335938 1739815283.0412
MEM 216.250000 1739815283.1414
MEM 224.058594 1739815283.2416
MEM 216.269531 1739815283.3419
MEM 223.378906 1739815283.4421
MEM 216.292969 1739815283.5423
MEM 224.058594 1739815283.6426
MEM 216.269531 1739815283.7429
MEM 221.378906 1739815283.8431
MEM 209.015625 1739815283.9434
MEM 216.308594 1739815284.0437
MEM 210.007812 1739815284.1439
MEM 219.421875 1739815284.2441
MEM 209.058594 1739815284.3443
MEM 216.562500 1739815284.4445
MEM 224.953125 1739815284.5448
MEM 217.613281 1739815284.6450
MEM 224.132812 1739815284.7452
MEM 216.347656 1739815284.8455
MEM 223.457031 1739815284.9457
MEM 216.367188 1739815285.0459
MEM 224.132812 1739815285.1461
MEM 216.343750 1739815285.2463
MEM 223.453125 1739815285.3491
MEM 209.093750 1739815285.4494
MEM 216.382812 1739815285.5496
MEM 211.363281 1739815285.6498
MEM 221.496094 1739815285.7500
MEM 209.136719 1739815285.8502
MEM 216.636719 1739815285.9505
MEM 223.484375 1739815286.0507
MEM 216.398438 1739815286.1510
MEM 219.449219 1739815286.2512
MEM 211.398438 1739815286.3514
MEM 219.531250 1739815286.4517
MEM 224.199219 1739815286.5520
MEM 216.414062 1739815286.6522
MEM 221.523438 1739815286.7524
MEM 209.164062 1739815286.8527
MEM 216.453125 1739815286.9530
MEM 225.097656 1739815287.0532
MEM 219.050781 1739815287.1534
MEM 209.203125 1739815287.2536
MEM 216.445312 1739815287.3539
MEM 223.554688 1739815287.4541
MEM 216.468750 1739815287.5544
MEM 224.277344 1739815287.6546
MEM 216.488281 1739815287.7548
MEM 223.597656 1739815287.8550
MEM 213.488281 1739815287.9553
MEM 219.511719 1739815288.0555
MEM 216.488281 1739815288.1557
MEM 219.078125 1739815288.2559
MEM 209.230469 1739815288.3562
MEM 216.523438 1739815288.4565
MEM 224.140625 1739815288.5567
MEM 218.089844 1739815288.6569
MEM 224.304688 1739815288.7572
MEM 216.519531 1739815288.8575
MEM 223.625000 1739815288.9577
MEM 215.515625 1739815289.0579
MEM 221.585938 1739815289.1581
MEM 216.558594 1739815289.2583
MEM 221.667969 1739815289.3585
MEM 209.308594 1739815289.4588
MEM 216.808594 1739815289.5591
MEM 224.941406 1739815289.6592
MEM 218.632812 1739815289.7595
MEM 209.304688 1739815289.8597
MEM 216.593750 1739815289.9602
MEM 224.464844 1739815290.0605
MEM 217.902344 1739815290.1608
MEM 224.375000 1739815290.2610
MEM 216.585938 1739815290.3613
MEM 223.695312 1739815290.4616
MEM 216.605469 1739815290.5619
MEM 224.417969 1739815290.6622
MEM 216.632812 1739815290.7625
MEM 216.613281 1739815290.8627
MEM 218.945312 1739815290.9630
MEM 216.640625 1739815291.0634
MEM 215.636719 1739815291.1636
MEM 216.886719 1739815291.2639
MEM 223.734375 1739815291.3642
MEM 209.371094 1739815291.4644
MEM 216.664062 1739815291.5647
MEM 223.773438 1739815291.6650
MEM 209.410156 1739815291.7653
MEM 216.652344 1739815291.8656
MEM 224.785156 1739815291.9658
MEM 217.703125 1739815292.0661
MEM 224.484375 1739815292.1663
MEM 216.699219 1739815292.2666
MEM 223.804688 1739815292.3668
MEM 213.695312 1739815292.4671
MEM 219.718750 1739815292.5674
MEM 211.667969 1739815292.6676
MEM 221.800781 1739815292.7679
MEM 209.437500 1739815292.8681
MEM 216.730469 1739815292.9684
MEM 221.835938 1739815293.0686
MEM 209.472656 1739815293.1689
MEM 216.976562 1739815293.2692
MEM 225.105469 1739815293.3694
MEM 218.542969 1739815293.4697
MEM 225.316406 1739815293.5700
MEM 216.750000 1739815293.6703
MEM 224.363281 1739815293.7705
MEM 216.761719 1739815293.8708
MEM 224.519531 1739815293.9711
MEM 216.726562 1739815294.0714
MEM 223.832031 1739815294.1716
MEM 216.738281 1739815294.2719
MEM 224.542969 1739815294.3722
MEM 216.750000 1739815294.4724
MEM 221.855469 1739815294.5726
MEM 209.488281 1739815294.6729
MEM 216.984375 1739815294.7732
MEM 211.187500 1739815294.8734
MEM 221.832031 1739815294.9737
MEM 224.542969 1739815295.0743
MEM 216.750000 1739815295.1745
MEM 221.855469 1739815295.2747
MEM 209.488281 1739815295.3750
MEM 216.984375 1739815295.4752
MEM 210.417969 1739815295.5754
MEM 219.316406 1739815295.6756
MEM 209.464844 1739815295.7758
MEM 216.750000 1739815295.8760
MEM 225.136719 1739815295.9762
MEM 218.824219 1739815296.0764
MEM 224.519531 1739815296.1767
MEM 221.832031 1739815296.2769
MEM 209.464844 1739815296.3771
MEM 216.750000 1739815296.4773
MEM 221.855469 1739815296.5776
MEM 209.488281 1739815296.6778
MEM 216.726562 1739815296.7780
MEM 223.832031 1739815296.8782
MEM 216.738281 1739815296.9784
MEM 224.542969 1739815297.0786
MEM 210.953125 1739815297.1788
MEM 216.761719 1739815297.2790
MEM 216.726562 1739815297.3793
MEM 216.738281 1739815297.4795
MEM 216.750000 1739815297.5797
MEM 217.019531 1739815297.6799
MEM 216.726562 1739815297.7801
MEM 216.738281 1739815297.8804
MEM 216.750000 1739815297.9806
MEM 211.742188 1739815298.0808
MEM 213.703125 1739815298.1811
MEM 209.464844 1739815298.2813
MEM 225.394531 1739815298.3815
MEM 209.488281 1739815298.4818
MEM 224.855469 1739815298.5820
MEM 224.542969 1739815298.6822
MEM 223.855469 1739815298.7824
MEM 224.519531 1739815298.8827
MEM 223.832031 1739815298.9829
MEM 224.542969 1739815299.0831
MEM 223.855469 1739815299.1833
MEM 216.726562 1739815299.2836
MEM 216.738281 1739815299.3838
MEM 216.750000 1739815299.4841
MEM 216.761719 1739815299.5844
MEM 216.726562 1739815299.6846
MEM 209.718750 1739815299.7848
MEM 211.726562 1739815299.8850
MEM 209.488281 1739815299.9853
MEM 218.074219 1739815300.0855
MEM 209.464844 1739815300.1857
MEM 225.136719 1739815300.2859
MEM 209.488281 1739815300.3862
MEM 223.832031 1739815300.4864
MEM 224.542969 1739815300.5867
MEM 223.855469 1739815300.6868
MEM 224.519531 1739815300.7871
MEM 223.832031 1739815300.8872
MEM 216.750000 1739815300.9875
MEM 216.761719 1739815301.0878
MEM 216.726562 1739815301.1880
MEM 213.718750 1739815301.2883
MEM 224.621094 1739815301.3885
MEM 224.519531 1739815301.4888
MEM 221.832031 1739815301.5891
MEM 216.750000 1739815301.6893
MEM 218.566406 1739815301.7896
MEM 216.726562 1739815301.8898
MEM 216.738281 1739815301.9900
MEM 216.750000 1739815302.0903
MEM 216.503906 1739815302.1905
MEM 216.726562 1739815302.2908
MEM 209.464844 1739815302.3910
MEM 215.726562 1739815302.4913
MEM 209.488281 1739815302.5915
MEM 210.929688 1739815302.6917
MEM 209.464844 1739815302.7919
MEM 225.136719 1739815302.8922
MEM 209.488281 1739815302.9924
MEM 224.597656 1739815303.0926
MEM 224.542969 1739815303.1928
MEM 216.726562 1739815303.2930
MEM 224.519531 1739815303.3933
MEM 221.832031 1739815303.4935
MEM 221.781250 1739815303.5938
MEM 221.855469 1739815303.6940
MEM 224.519531 1739815303.7942
MEM 223.832031 1739815303.8944
MEM 224.542969 1739815303.9946
MEM 221.855469 1739815304.0949
MEM 216.726562 1739815304.1952
MEM 223.781250 1739815304.2955
MEM 216.726562 1739815304.3958
MEM 224.542969 1739815304.4961
MEM 221.855469 1739815304.5963
MEM 216.984375 1739815304.6966
MEM 219.058594 1739815304.7969
MEM 216.750000 1739815304.8971
MEM 218.824219 1739815304.9973
MEM 216.726562 1739815305.0976
MEM 218.542969 1739815305.1978
MEM 216.750000 1739815305.2983
MEM 218.050781 1739815305.3985
MEM 216.726562 1739815305.4988
MEM 209.464844 1739815305.5991
MEM 225.394531 1739815305.6994
MEM 209.488281 1739815305.7996
MEM 225.371094 1739815305.8998
MEM 209.464844 1739815306.0001
MEM 225.394531 1739815306.1003
MEM 209.488281 1739815306.2005
MEM 225.113281 1739815306.3007
MEM 224.574219 1739815306.4010
MEM 221.855469 1739815306.5012
MEM 217.757812 1739815306.6015
MEM 218.800781 1739815306.7018
MEM 216.750000 1739815306.8021
MEM 218.050781 1739815306.9023
MEM 216.726562 1739815307.0026
MEM 216.738281 1739815307.1028
MEM 216.750000 1739815307.2031
MEM 216.761719 1739815307.3033
MEM 216.726562 1739815307.4036
MEM 216.738281 1739815307.5038
MEM 216.750000 1739815307.6041
MEM 209.488281 1739815307.7043
MEM 216.726562 1739815307.8045
MEM 209.464844 1739815307.9047
MEM 216.750000 1739815308.0049
MEM 209.488281 1739815308.1052
MEM 215.703125 1739815308.2054
MEM 209.464844 1739815308.3056
MEM 225.394531 1739815308.4059
MEM 209.488281 1739815308.5061
MEM 225.371094 1739815308.6064
MEM 209.464844 1739815308.7067
MEM 225.394531 1739815308.8069
MEM 209.488281 1739815308.9072
MEM 225.113281 1739815309.0074
MEM 219.781250 1739815309.1077
MEM 216.726562 1739815309.2080
MEM 216.750000 1739815309.3082
MEM 216.726562 1739815309.4084
MEM 216.750000 1739815309.5087
MEM 216.726562 1739815309.6089
MEM 219.855469 1739815309.7091
MEM 216.726562 1739815309.8094
MEM 219.058594 1739815309.9097
MEM 216.750000 1739815310.0100
MEM 221.855469 1739815310.1104
MEM 216.984375 1739815310.2108
MEM 221.832031 1739815310.3110
MEM 216.750000 1739815310.4115
MEM 221.855469 1739815310.5118
MEM 216.984375 1739815310.6121
MEM 221.832031 1739815310.7124
MEM 216.750000 1739815310.8128
MEM 221.855469 1739815310.9130
MEM 217.757812 1739815311.0134
MEM 221.832031 1739815311.1137
MEM 219.781250 1739815311.2140
MEM 221.855469 1739815311.3143
MEM 221.757812 1739815311.4147
MEM 217.253906 1739815311.5150
MEM 224.105469 1739815311.6153
MEM 216.984375 1739815311.7156
MEM 216.738281 1739815311.8161
MEM 216.492188 1739815311.9164
MEM 209.742188 1739815312.0167
MEM 211.703125 1739815312.1170
MEM 209.464844 1739815312.2174
MEM 211.726562 1739815312.3177
MEM 209.488281 1739815312.4180
MEM 210.417969 1739815312.5183
MEM 209.464844 1739815312.6186
MEM 211.726562 1739815312.7189
MEM 209.488281 1739815312.8193
MEM 215.703125 1739815312.9196
MEM 209.464844 1739815313.0200
MEM 213.726562 1739815313.1203
MEM 209.488281 1739815313.2207
MEM 225.371094 1739815313.3209
MEM 209.464844 1739815313.4213
MEM 224.878906 1739815313.5216
MEM 209.488281 1739815313.6219
MEM 224.855469 1739815313.7221
MEM 225.316406 1739815313.8225
MEM 223.855469 1739815313.9227
MEM 224.519531 1739815314.0231
MEM 223.832031 1739815314.1233
MEM 224.542969 1739815314.2237
MEM 223.855469 1739815314.3240
MEM 224.519531 1739815314.4243
MEM 223.832031 1739815314.5246
MEM 224.542969 1739815314.6249
MEM 223.855469 1739815314.7252
MEM 224.519531 1739815314.8256
MEM 223.832031 1739815314.9259
MEM 224.542969 1739815315.0262
MEM 224.105469 1739815315.1265
MEM 224.519531 1739815315.2268
MEM 223.832031 1739815315.3271
MEM 224.542969 1739815315.4275
MEM 223.855469 1739815315.5278
MEM 224.519531 1739815315.6282
MEM 223.832031 1739815315.7284
MEM 224.542969 1739815315.8287
MEM 224.105469 1739815315.9290
MEM 224.519531 1739815316.0294
MEM 223.832031 1739815316.1297
MEM 224.542969 1739815316.2301
MEM 223.855469 1739815316.3303
MEM 224.519531 1739815316.4307
MEM 223.832031 1739815316.5310
MEM 224.542969 1739815316.6314
MEM 219.597656 1739815316.7317
MEM 216.984375 1739815316.8321
MEM 217.769531 1739815316.9324
MEM 216.750000 1739815317.0327
MEM 216.761719 1739815317.1331
MEM 216.726562 1739815317.2335
MEM 215.964844 1739815317.3338
MEM 216.750000 1739815317.4342
MEM 213.742188 1739815317.5346
MEM 216.726562 1739815317.6350
MEM 215.718750 1739815317.7353
MEM 216.750000 1739815317.8357
MEM 213.742188 1739815317.9361
MEM 216.726562 1739815318.0364
MEM 209.464844 1739815318.1367
MEM 211.468750 1739815318.2370
MEM 209.488281 1739815318.3373
MEM 221.832031 1739815318.4376
MEM 221.781250 1739815318.5380
MEM 221.855469 1739815318.6382
MEM 224.003906 1739815318.7386
MEM 221.832031 1739815318.8389
MEM 224.542969 1739815318.9393
MEM 223.855469 1739815319.0396
MEM 216.726562 1739815319.1400
MEM 218.800781 1739815319.2403
MEM 216.750000 1739815319.3407
MEM 216.761719 1739815319.4410
MEM 216.726562 1739815319.5413
MEM 216.738281 1739815319.6417
MEM 216.753906 1739815319.7420
MEM 216.765625 1739815319.8423
MEM 216.730469 1739815319.9426
MEM 216.742188 1739815320.0429
MEM 216.753906 1739815320.1433
MEM 216.765625 1739815320.2435
MEM 216.730469 1739815320.3439
MEM 209.468750 1739815320.4442
MEM 220.125000 1739815320.5445
MEM 209.492188 1739815320.6449
MEM 210.421875 1739815320.7452
MEM 209.468750 1739815320.8455
MEM 210.445312 1739815320.9458
MEM 209.492188 1739815321.0462
MEM 225.375000 1739815321.1465
MEM 209.468750 1739815321.2468
MEM 225.398438 1739815321.3471
MEM 224.523438 1739815321.4475
MEM 223.835938 1739815321.5478
MEM 224.546875 1739815321.6481
MEM 223.859375 1739815321.7484
MEM 219.761719 1739815321.8487
MEM 221.835938 1739815321.9490
MEM 216.753906 1739815322.0494
MEM 216.765625 1739815322.1497
MEM 216.730469 1739815322.2501
MEM 209.468750 1739815322.3504
MEM 223.859375 1739815322.4507
MEM 224.523438 1739815322.5511
MEM 223.835938 1739815322.6514
MEM 224.546875 1739815322.7517
MEM 223.859375 1739815322.8520
MEM 224.523438 1739815322.9523
MEM 224.085938 1739815323.0526
MEM 224.546875 1739815323.1530
MEM 223.859375 1739815323.2533
MEM 224.523438 1739815323.3536
MEM 216.742188 1739815323.4540
MEM 216.753906 1739815323.5544
MEM 216.765625 1739815323.6547
MEM 216.730469 1739815323.7550
MEM 217.000000 1739815323.8554
MEM 216.753906 1739815323.9557
MEM 209.492188 1739815324.0561
MEM 216.730469 1739815324.1564
MEM 211.722656 1739815324.2567
MEM 215.730469 1739815324.3571
MEM 224.523438 1739815324.4576
MEM 223.835938 1739815324.5579
MEM 224.546875 1739815324.6582
MEM 223.859375 1739815324.7585
MEM 224.523438 1739815324.8589
MEM 223.835938 1739815324.9591
MEM 224.546875 1739815325.0596
MEM 223.859375 1739815325.1599
MEM 224.523438 1739815325.2603
MEM 223.835938 1739815325.3605
MEM 216.753906 1739815325.4609
MEM 221.859375 1739815325.5612
MEM 216.988281 1739815325.6616
MEM 221.835938 1739815325.7619
MEM 219.785156 1739815325.8623
MEM 221.859375 1739815325.9625
MEM 216.988281 1739815326.0629
MEM 221.835938 1739815326.1631
MEM 216.753906 1739815326.2635
MEM 221.859375 1739815326.3638
MEM 216.730469 1739815326.4641
MEM 224.546875 1739815326.5645
MEM 223.859375 1739815326.6647
MEM 224.523438 1739815326.7651
MEM 223.835938 1739815326.8654
MEM 216.753906 1739815326.9657
MEM 221.859375 1739815327.0660
MEM 216.730469 1739815327.1665
MEM 218.546875 1739815327.2668
MEM 216.753906 1739815327.3671
MEM 209.492188 1739815327.4674
MEM 225.375000 1739815327.5678
MEM 209.468750 1739815327.6681
MEM 211.472656 1739815327.7684
MEM 209.492188 1739815327.8687
MEM 210.304688 1739815327.9690
MEM 212.632812 1739815328.0693
MEM 213.429688 1739815328.1695
MEM 169.988281 1739815328.2698
