         1570618 function calls (1544761 primitive calls) in 62.714 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      418    0.000    0.000    0.000    0.000 _linalg.py:142(_realType)
       24    0.000    0.000    0.000    0.000 _methods.py:99(_clip)
       15    0.000    0.000    0.000    0.000 core.py:4347(__init__)
       28    0.000    0.000    0.000    0.000 transforms.py:2275(__init__)
       18    0.000    0.000    0.000    0.000 cbook.py:597(_get_data_path)
        1    0.000    0.000    0.000    0.000 scale.py:729(_get_scale_docs)
        2    0.000    0.000    0.000    0.000 gridspec.py:648(get_position)
       10    0.000    0.000    0.000    0.000 transforms.py:1710(__eq__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1512(__init__)
      312    0.000    0.000    0.000    0.000 artist.py:448(get_transform)
       76    0.000    0.000    0.000    0.000 text.py:901(get_unitless_position)
       46    0.000    0.000    0.000    0.000 _compiler.py:384(_mk_bitmap)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
       26    0.000    0.000    0.000    0.000 _arraysetops_impl.py:339(_unique1d)
       40    0.000    0.000    0.000    0.000 core.py:2452(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1(<module>)
      157    0.000    0.000    0.000    0.000 lines.py:33(_get_dash_pattern)
      165    0.000    0.000    0.000    0.000 font_manager.py:824(set_weight)
      104    0.000    0.000    0.000    0.000 _type_check_impl.py:213(isreal)
       15    0.000    0.000    0.000    0.000 core.py:1756(mask_or)
     1514    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 secrets.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _base.py:3666(get_xlim)
      702    0.000    0.000    0.000    0.000 typing.py:1437(__eq__)
        1    0.000    0.000    0.000    0.000 backend_qt.py:155(prepare_notifier)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
      152    0.000    0.000    0.000    0.000 enum.py:925(_check_for_existing_members_)
        3    0.000    0.000    0.000    0.000 legend_handler.py:77(_update_prop)
       24    0.000    0.000    0.000    0.000 offsetbox.py:70(_get_packed_offsets)
      132    0.000    0.000    0.000    0.000 inspect.py:1812(getattr_static)
        4    0.000    0.000    0.000    0.000 core.py:1511(__mul__)
  154/150    0.000    0.000    0.000    0.000 transforms.py:2590(get_matrix)
       10    0.000    0.000    0.000    0.000 transforms.py:2156(__eq__)
      762    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
     2219    0.000    0.000    0.000    0.000 enum.py:1203(__init__)
        3    0.000    0.000    0.000    0.000 legend_handler.py:83(_default_update_prop)
       16    0.000    0.000    0.000    0.000 axis.py:1957(_set_formatter)
      383    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       23    0.000    0.000    0.000    0.000 markers.py:770(_set_tickup)
      153    0.000    0.000    0.000    0.000 font_manager.py:934(set_math_fontfamily)
       11    0.000    0.000    0.000    0.000 colorizer.py:226(_set_cmap)
       22    0.000    0.000    0.000    0.000 core.py:4166(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 printoptions.py:1(<module>)
     1433    0.000    0.000    0.000    0.000 shape_base.py:17(_atleast_1d_dispatcher)
        5    0.000    0.000    0.000    0.000 _base.py:2553(update_datalim)
    347/1    0.000    0.000    0.000    0.000 __config__.py:19(_cleanup)
        3    0.000    0.000    0.000    0.000 collections.py:948(update_from)
      143    0.000    0.000    0.000    0.000 font_manager.py:1154(get_default_size)
      830    0.000    0.000    0.000    0.000 _parser.py:82(groups)
      148    0.000    0.000    0.000    0.000 _compiler.py:214(_compile_charset)
        3    0.000    0.000    0.000    0.000 deprecation.py:255(rename_parameter)
       25    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:71(add_newdoc_for_scalar_type)
      210    0.000    0.000    0.000    0.000 _linalg.py:123(_makearray)
       56    0.000    0.000    0.000    0.000 _abc.py:130(with_segments)
       87    0.000    0.000    0.000    0.000 backend_agg.py:41(get_hinting_flag)
       66    0.000    0.000    0.000    0.000 getlimits.py:621(tiny)
       24    0.000    0.000    0.000    0.000 __init__.py:214(__getattr__)
       22    0.000    0.000    0.000    0.000 markers.py:762(_set_tickright)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
      153    0.000    0.000    0.000    0.000 font_manager.py:850(set_stretch)
       10    0.000    0.000    0.000    0.000 transforms.py:1468(__array__)
        8    0.000    0.000    0.000    0.000 collections.py:830(set_edgecolor)
       80    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
      236    0.000    0.000    0.000    0.000 _ufunc_config.py:456(__exit__)
      110    0.000    0.000    0.000    0.000 <frozen _collections_abc>:916(__iter__)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:1(<module>)
       14    0.000    0.000    0.000    0.000 core.py:5972(__init__)
  222/208    0.000    0.000    0.000    0.000 _compiler.py:434(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 bz2.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pyplot.py:1361(sca)
       26    0.000    0.000    0.000    0.000 transforms.py:779(frozen)
       49    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        5    0.000    0.000    0.000    0.000 markers.py:511(_set_circle)
      315    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
      309    0.000    0.000    0.000    0.000 text.py:1205(set_x)
      479    0.000    0.000    0.000    0.000 text.py:1275(set_text)
      509    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        3    0.000    0.000    0.000    0.000 argparse.py:1346(__init__)
       15    0.000    0.000    0.000    0.000 __init__.py:241(split)
      200    0.000    0.000    0.000    0.000 colors.py:814(__copy__)
       13    0.000    0.000    0.000    0.000 _base.py:3869(get_ybound)
        8    0.000    0.000    0.000    0.000 transforms.py:1593(transform_path)
       27    0.000    0.000    0.000    0.000 artist.py:44(allow_rasterization)
      372    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_isabs)
       86    0.000    0.000    0.000    0.000 {built-in method builtins.round}
      263    0.000    0.000    0.000    0.000 transforms.py:2120(transform)
       76    0.000    0.000    0.000    0.000 core.py:1374(make_mask_descr)
       29    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 ExifTags.py:305(GPS)
      214    0.000    0.000    0.000    0.000 _parser.py:230(__init__)
       30    0.000    0.000    0.000    0.000 functools.py:539(decorating_function)
        2    0.000    0.000    0.000    0.000 _base.py:837(set_figure)
      490    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
        9    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
     2121    0.000    0.000    0.000    0.000 enum.py:247(__init__)
        1    0.000    0.000    0.000    0.000 _formlayout.py:1(<module>)
      243    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
      649    0.000    0.000    0.000    0.000 inspect.py:302(isclass)
       10    0.000    0.000    0.000    0.000 axis.py:1169(get_inverted)
       85    0.000    0.000    0.000    0.000 _local.py:117(__init__)
      243    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 unicode.py:1(<module>)
      135    0.000    0.000    0.000    0.000 core.py:2009(__eq__)
        1    0.000    0.000    0.000    0.000 backend_qt.py:372(resizeEvent)
       13    0.000    0.000    0.000    0.000 typing.py:1715(copy_with)
        1    0.000    0.000    0.000    0.000 figure.py:2424(Figure)
       13    0.000    0.000    0.000    0.000 _base.py:3919(get_ylim)
       13    0.000    0.000    0.000    0.000 textwrap.py:470(indent)
     1726    0.000    0.000    0.000    0.000 typing.py:840(<genexpr>)
      634    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
      647    0.000    0.000    0.000    0.000 typing.py:1798(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
        5    0.000    0.000    0.000    0.000 core.py:8596(asarray)
      152    0.000    0.000    0.000    0.000 enum.py:343(__init__)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:390(realpath)
      716    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:240(<lambda>)
       11    0.000    0.000    0.000    0.000 version.py:47(parse)
       28    0.000    0.000    0.000    0.000 fromnumeric.py:2879(cumsum)
       78    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:596(matplotlib_fname)
       76    0.000    0.000    0.000    0.000 lines.py:968(_get_markerfacecolor)
        2    0.000    0.000    0.000    0.000 _abc.py:662(_glob_selector)
        1    0.000    0.000    0.000    0.000 __init__.py:212(_get_version)
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
       42    0.000    0.000    0.000    0.000 _local.py:252(_from_parsed_string)
     12/2    0.000    0.000    0.000    0.000 core.py:1571(makeOptionalList)
        1    0.000    0.000    0.000    0.000 registry.py:1(<module>)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1709(__init__)
       10    0.000    0.000    0.000    0.000 axis.py:1983(set_major_locator)
      548    0.000    0.000    0.000    0.000 rcsetup.py:191(validator)
        5    0.000    0.000    0.000    0.000 path.py:489(transformed)
       66    0.000    0.000    0.000    0.000 getlimits.py:598(smallest_normal)
      295    0.000    0.000    0.000    0.000 text.py:1216(set_y)
     2236    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       38    0.000    0.000    0.000    0.000 rcsetup.py:759(<genexpr>)
        5    0.000    0.000    0.000    0.000 typing.py:806(Optional)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
      935    0.000    0.000    0.000    0.000 transforms.py:1926(get_matrix)
        2    0.000    0.000    0.000    0.000 glob.py:370(selector)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:1(<module>)
       11    0.000    0.000    0.000    0.000 version.py:188(__init__)
       50    0.000    0.000    0.000    0.000 ipaddress.py:1930(__init__)
      135    0.000    0.000    0.000    0.000 lines.py:1247(set_markeredgewidth)
      514    0.000    0.000    0.000    0.000 __init__.py:153(<genexpr>)
       52    0.000    0.000    0.000    0.000 core.py:938(__init__)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
       78    0.000    0.000    0.000    0.000 core.py:4167(<genexpr>)
       10    0.000    0.000    0.000    0.000 typing.py:2194(__init_subclass__)
       72    0.000    0.000    0.000    0.000 _local.py:277(_raw_path)
        1    0.000    0.000    0.000    0.000 patches.py:3904(__init__)
        6    0.000    0.000    0.000    0.000 offsetbox.py:389(__init__)
      177    0.000    0.000    0.000    0.000 text.py:687(_get_wrapped_text)
      149    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
       37    0.000    0.000    0.000    0.000 <frozen zipimport>:68(__init__)
      245    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
      114    0.000    0.000    0.000    0.000 transforms.py:2208(<lambda>)
       15    0.000    0.000    0.000    0.000 offsetbox.py:633(get_bbox)
        7    0.000    0.000    0.000    0.000 offsetbox.py:54(get_offset)
      940    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
     1365    0.000    0.000    0.000    0.000 {built-in method math.factorial}
       13    0.000    0.000    0.000    0.000 path.py:470(cleaned)
        3    0.000    0.000    0.000    0.000 __init__.py:617(gen_candidates)
        7    0.000    0.000    0.000    0.000 figure.py:1702(sca)
      132    0.000    0.000    0.000    0.000 inspect.py:1773(_check_class)
      176    0.000    0.000    0.000    0.000 cbook.py:1861(_str_lower_equal)
      269    0.000    0.000    0.000    0.000 core.py:1408(getmask)
      748    0.000    0.000    0.000    0.000 ast.py:278(iter_fields)
        3    0.000    0.000    0.000    0.000 _local.py:664(resolve)
       11    0.000    0.000    0.000    0.000 core.py:1730(__call__)
        1    0.000    0.000    0.000    0.000 __init__.py:579(get_cachedir)
     1198    0.000    0.000    0.000    0.000 transforms.py:1039(get_points)
       10    0.000    0.000    0.000    0.000 path.py:191(_create_closed)
        2    0.000    0.000    0.000    0.000 glob.py:414(wildcard_selector)
       22    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedRandom' objects}
        4    0.000    0.000    0.000    0.000 getlimits.py:549(_init)
        1    0.000    0.000    0.000    0.000 font_manager.py:1554(_get_font)
       19    0.000    0.000    0.000    0.000 __init__.py:482(cycler)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 glob.py:367(compile)
       30    0.000    0.000    0.000    0.000 core.py:1594(_shrink_mask)
        2    0.000    0.000    0.000    0.000 gridspec.py:144(get_grid_positions)
        7    0.000    0.000    0.000    0.000 core.py:1478(__radd__)
      354    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 glob.py:322(_compile_pattern)
      396    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
        3    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:57(comma_separated)
       13    0.000    0.000    0.000    0.000 cbook.py:305(_connect_picklable)
       12    0.000    0.000    0.000    0.000 transforms.py:1057(set)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
      850    0.000    0.000    0.000    0.000 _base.py:855(<genexpr>)
      704    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
      428    0.000    0.000    0.000    0.000 _compiler.py:568(isstring)
      100    0.000    0.000    0.000    0.000 spines.py:566(__getitem__)
       10    0.000    0.000    0.000    0.000 transforms.py:479(anchored)
       14    0.000    0.000    0.000    0.000 pyplot.py:2774(gca)
        8    0.000    0.000    0.000    0.000 core.py:582(_setResultsName)
       30    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
        3    0.000    0.000    0.000    0.000 gettext.py:627(gettext)
      396    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
  306/282    0.000    0.000    0.000    0.000 results.py:176(__init__)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
       87    0.000    0.000    0.000    0.000 numerictypes.py:471(issubdtype)
       76    0.000    0.000    0.000    0.000 core.py:1360(_replace_dtype_fields)
        3    0.000    0.000    0.000    0.000 gettext.py:587(dgettext)
      721    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 backend_bases.py:2766(NavigationToolbar2)
       26    0.000    0.000    0.000    0.000 transforms.py:232(frozen)
        8    0.000    0.000    0.000    0.000 collections.py:583(set_linewidth)
        1    0.000    0.000    0.000    0.000 __init__.py:560(get_configdir)
        1    0.000    0.000    0.000    0.000 uuid.py:1(<module>)
     1076    0.000    0.000    0.000    0.000 _parser.py:112(__init__)
       45    0.000    0.000    0.000    0.000 axis.py:189(_set_labelrotation)
      372    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
     1566    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       52    0.000    0.000    0.000    0.000 typing.py:1131(_typevar_subst)
      371    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:2962(ptp)
        3    0.000    0.000    0.000    0.000 gettext.py:528(translation)
      520    0.000    0.000    0.000    0.000 typing.py:1096(__eq__)
       44    0.000    0.000    0.000    0.000 getlimits.py:92(_float_to_float)
       11    0.000    0.000    0.000    0.000 cm.py:284(_ensure_cmap)
       23    0.000    0.000    0.000    0.000 core.py:5297(__init__)
       41    0.000    0.000    0.000    0.000 {method '__typing_subst__' of 'typing.TypeVar' objects}
       20    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:1(<module>)
      100    0.000    0.000    0.000    0.000 transforms.py:2216(transform_non_affine)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        1    0.000    0.000    0.000    0.000 relativedelta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_utils.py:1(<module>)
      374    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
        3    0.000    0.000    0.000    0.000 gettext.py:488(find)
        8    0.000    0.000    0.000    0.000 transforms.py:1602(transform_path_affine)
      328    0.000    0.000    0.000    0.000 typing.py:1803(__eq__)
      373    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
       19    0.000    0.000    0.000    0.000 __init__.py:546(_cycler)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
       10    0.000    0.000    0.000    0.000 ticker.py:2247(view_limits)
       24    0.000    0.000    0.000    0.000 ticker.py:1982(scale_range)
        3    0.000    0.000    0.000    0.000 _abc.py:754(home)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
       49    0.000    0.000    0.000    0.000 _local.py:166(__fspath__)
       10    0.000    0.000    0.000    0.000 transforms.py:2384(_iter_break_from_left_to_right)
      191    0.000    0.000    0.000    0.000 _compiler.py:465(_get_charset_prefix)
       17    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        2    0.000    0.000    0.000    0.000 typing.py:3137(__new__)
        3    0.000    0.000    0.000    0.000 colorizer.py:414(norm)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
       21    0.000    0.000    0.000    0.000 artist.py:23(_prevent_rasterization)
       17    0.000    0.000    0.000    0.000 _base.py:1194(_set_artist_props)
       26    0.000    0.000    0.000    0.000 patches.py:377(set_edgecolor)
      111    0.000    0.000    0.000    0.000 core.py:6922(is_masked)
        1    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
       80    0.000    0.000    0.000    0.000 _parser.py:311(_class_escape)
       14    0.000    0.000    0.000    0.000 PngImagePlugin.py:148(_crc32)
        1    0.000    0.000    0.000    0.000 dviread.py:202(Dvi)
      172    0.000    0.000    0.000    0.000 transforms.py:239(x0)
        8    0.000    0.000    0.000    0.000 axis.py:1917(set_major_formatter)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
       16    0.000    0.000    0.000    0.000 bezier.py:15(_comb)
      649    0.000    0.000    0.000    0.000 enum.py:90(_is_single_bit)
      152    0.000    0.000    0.000    0.000 enum.py:954(_find_data_repr_)
      434    0.000    0.000    0.000    0.000 artist.py:297(axes)
       23    0.000    0.000    0.000    0.000 colors.py:1233(reversed)
       45    0.000    0.000    0.000    0.000 functools.py:499(lru_cache)
     1256    0.000    0.000    0.000    0.000 font_manager.py:717(get_family)
       88    0.000    0.000    0.000    0.000 _parser.py:448(_uniq)
        5    0.000    0.000    0.000    0.000 typing.py:1634(__getitem__)
       17    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      140    0.000    0.000    0.000    0.000 font_manager.py:1167(_expand_aliases)
      356    0.000    0.000    0.000    0.000 inspect.py:306(ismethod)
        1    0.000    0.000    0.000    0.000 axis3d.py:38(Axis)
       30    0.000    0.000    0.000    0.000 core.py:458(_check_fill_value)
       33    0.000    0.000    0.000    0.000 __init__.py:675(__init__)
      254    0.000    0.000    0.000    0.000 core.py:3493(dtype)
      289    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        3    0.000    0.000    0.000    0.000 figure.py:3108(set_size_inches)
       27    0.000    0.000    0.000    0.000 patches.py:362(_set_edgecolor)
       12    0.000    0.000    0.000    0.000 dataclasses.py:768(_get_field)
        1    0.000    0.000    0.000    0.000 ExifTags.py:361(LightSource)
       10    0.000    0.000    0.000    0.000 typing.py:2068(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1879(parse_args)
      322    0.000    0.000    0.000    0.000 rcsetup.py:893(_convert_validator_spec)
       14    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
        7    0.000    0.000    0.000    0.000 core.py:5977(__add__)
       26    0.000    0.000    0.000    0.000 transforms.py:599(padded)
      379    0.000    0.000    0.000    0.000 cbook.py:152(__init__)
      237    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
       19    0.000    0.000    0.000    0.000 __init__.py:226(_from_iter)
        1    0.000    0.000    0.000    0.000 argparse.py:1889(parse_known_args)
       46    0.000    0.000    0.000    0.000 colors.py:1193(__init__)
        1    0.000    0.000    0.000    0.000 _histograms_impl.py:1(<module>)
       90    0.000    0.000    0.000    0.000 axis.py:201(_pad)
      214    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      162    0.000    0.000    0.000    0.000 core.py:2436(__new__)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:1(<module>)
      135    0.000    0.000    0.000    0.000 lines.py:1262(set_markersize)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
      136    0.000    0.000    0.000    0.000 text.py:298(set_rotation_mode)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
     1281    0.000    0.000    0.000    0.000 font_manager.py:762(get_size)
        1    0.000    0.000    0.000    0.000 patches.py:2286(_Style)
       13    0.000    0.000    0.000    0.000 artist.py:263(have_units)
       35    0.000    0.000    0.000    0.000 <frozen posixpath>:228(expanduser)
      177    0.000    0.000    0.000    0.000 text.py:284(get_rotation)
        8    0.000    0.000    0.000    0.000 _function_base_impl.py:1369(diff)
      106    0.000    0.000    0.000    0.000 transforms.py:1355(_iter_break_from_left_to_right)
        3    0.000    0.000    0.000    0.000 _local.py:800(expanduser)
       20    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
       24    0.000    0.000    0.000    0.000 _methods.py:235(_ptp)
       90    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 patches.py:3167(ArrowStyle)
      572    0.000    0.000    0.000    0.000 _parser.py:171(__setitem__)
      129    0.000    0.000    0.000    0.000 transforms.py:338(intervaly)
        3    0.000    0.000    0.000    0.000 offsetbox.py:571(__init__)
      165    0.000    0.000    0.000    0.000 rcsetup.py:151(validate_bool)
      544    0.000    0.000    0.000    0.000 artist.py:1140(sticky_edges)
        8    0.000    0.000    0.000    0.000 axis.py:1943(set_minor_formatter)
      624    0.000    0.000    0.000    0.000 _function_base_impl.py:2555(<genexpr>)
      107    0.000    0.000    0.000    0.000 <frozen codecs>:322(decode)
       51    0.000    0.000    0.000    0.000 transforms.py:129(__getstate__)
      110    0.000    0.000    0.000    0.000 transforms.py:329(intervalx)
       16    0.000    0.000    0.000    0.000 collections.py:689(_bcast_lwls)
        5    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
        5    0.000    0.000    0.000    0.000 pyplot.py:4369(sci)
     1029    0.000    0.000    0.000    0.000 font_manager.py:926(get_math_fontfamily)
     1169    0.000    0.000    0.000    0.000 font_manager.py:733(get_style)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:1(<module>)
        7    0.000    0.000    0.000    0.000 figure.py:3332(<lambda>)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1661(_ip_int_from_string)
       45    0.000    0.000    0.000    0.000 axis.py:205(_apply_tickdir)
        1    0.000    0.000    0.000    0.000 unicode.py:123(pyparsing_unicode)
      388    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
      232    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:1927(_parse_known_args)
        1    0.000    0.000    0.000    0.000 legend.py:342(Legend)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
       10    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
      402    0.000    0.000    0.000    0.000 __init__.py:259(__iter__)
        9    0.000    0.000    0.000    0.000 _local.py:354(with_name)
      494    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      383    0.000    0.000    0.000    0.000 _virtualenv.py:50(find_spec)
       12    0.000    0.000    0.000    0.000 functools.py:672(cache)
       24    0.000    0.000    0.000    0.000 dviread.py:184(decorate)
      404    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
       13    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.cleanup_path}
     1030    0.000    0.000    0.000    0.000 font_manager.py:768(get_file)
      988    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        8    0.000    0.000    0.000    0.000 _base.py:216(__init__)
       65    0.000    0.000    0.000    0.000 results.py:454(__iadd__)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       20    0.000    0.000    0.000    0.000 core.py:1695(make_mask_none)
      135    0.000    0.000    0.000    0.000 lines.py:1047(set_antialiased)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1987(_switch_canvas_and_return_print_method)
       13    0.000    0.000    0.000    0.000 core.py:8784(__init__)
        2    0.000    0.000    0.000    0.000 _base.py:892(_set_lim_and_transforms)
     1169    0.000    0.000    0.000    0.000 font_manager.py:739(get_variant)
     1169    0.000    0.000    0.000    0.000 font_manager.py:745(get_weight)
      704    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
     1169    0.000    0.000    0.000    0.000 font_manager.py:754(get_stretch)
       33    0.000    0.000    0.000    0.000 <frozen _collections_abc>:979(update)
        1    0.000    0.000    0.000    0.000 collections.py:28(Collection)
        7    0.000    0.000    0.000    0.000 backend_bases.py:2640(notify_axes_change)
        5    0.000    0.000    0.000    0.000 path.py:807(unit_circle)
       50    0.000    0.000    0.000    0.000 _internal.py:893(_ufunc_doc_signature_formatter)
       10    0.000    0.000    0.000    0.000 typing.py:1923(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:1(<module>)
        8    0.000    0.000    0.000    0.000 axis.py:1999(set_minor_locator)
      214    0.000    0.000    0.000    0.000 _parser.py:954(fix_flags)
        7    0.000    0.000    0.000    0.000 offsetbox.py:291(get_offset)
        2    0.000    0.000    0.000    0.000 axis.py:1889(set_label_text)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:4135(FancyArrowPatch)
       11    0.000    0.000    0.000    0.000 typing.py:1256(_generic_init_subclass)
      130    0.000    0.000    0.000    0.000 text.py:321(set_antialiased)
      496    0.000    0.000    0.000    0.000 colors.py:357(<genexpr>)
        6    0.000    0.000    0.000    0.000 functools.py:873(register)
        1    0.000    0.000    0.000    0.000 expat.py:1(<module>)
      387    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       65    0.000    0.000    0.000    0.000 inspect.py:2117(_signature_is_builtin)
      237    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
      137    0.000    0.000    0.000    0.000 colors.py:1011(__init__)
     1890    0.000    0.000    0.000    0.000 __init__.py:884(<lambda>)
        1    0.000    0.000    0.000    0.000 figure.py:123(__init__)
       44    0.000    0.000    0.000    0.000 results.py:573(copy)
       24    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 unicode.py:85(identchars)
      135    0.000    0.000    0.000    0.000 lines.py:1106(set_gapcolor)
     1364    0.000    0.000    0.000    0.000 inspect.py:3070(parameters)
      237    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
      488    0.000    0.000    0.000    0.000 __init__.py:79(<genexpr>)
        4    0.000    0.000    0.000    0.000 colors.py:2611(_make_norm_from_scale)
       75    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
      633    0.000    0.000    0.000    0.000 artist.py:853(get_visible)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
      125    0.000    0.000    0.000    0.000 transforms.py:249(y0)
