         1570618 function calls (1544761 primitive calls) in 62.714 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
       32    0.000    0.000    0.000    0.000 transforms.py:1836(is_separable)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
       49    0.000    0.000    0.000    0.000 <frozen os>:793(encode)
       30    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.generic' objects}
        5    0.000    0.000    0.000    0.000 _base.py:2243(_sci)
       11    0.000    0.000    0.000    0.000 rcsetup.py:361(_validate_cmap)
       71    0.000    0.000    0.000    0.000 offsetbox.py:184(<genexpr>)
       25    0.000    0.000    0.000    0.000 patches.py:318(get_patch_transform)
        1    0.000    0.000    0.000    0.000 legend.py:1263(_get_legend_handles_labels)
      250    0.000    0.000    0.000    0.000 transforms.py:1758(<lambda>)
      222    0.000    0.000    0.000    0.000 patches.py:821(rotation_point)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
      313    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1180(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:313(__init__)
       40    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
        1    0.000    0.000    0.000    0.000 Image.py:156(Transform)
      222    0.000    0.000    0.000    0.000 patches.py:2346(<genexpr>)
       28    0.000    0.000    0.000    0.000 rcsetup.py:474(_validate_linestyle)
       38    0.000    0.000    0.000    0.000 markers.py:293(get_capstyle)
        9    0.000    0.000    0.000    0.000 _local.py:148(__truediv__)
        1    0.000    0.000    0.000    0.000 contextlib.py:515(enter_context)
        1    0.000    0.000    0.000    0.000 threading.py:1350(__init__)
      121    0.000    0.000    0.000    0.000 backend_agg.py:258(points_to_pixels)
        1    0.000    0.000    0.000    0.000 win.py:1(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method screen}
        3    0.000    0.000    0.000    0.000 legend_handler.py:444(get_sizes)
        1    0.000    0.000    0.000    0.000 patches.py:2745(ConnectionStyle)
       30    0.000    0.000    0.000    0.000 offsetbox.py:332(get_visible_children)
       39    0.000    0.000    0.000    0.000 _local.py:237(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 offsetbox.py:1054(_get_anchored_bbox)
       24    0.000    0.000    0.000    0.000 ticker.py:2032(ge)
        6    0.000    0.000    0.000    0.000 offsetbox.py:273(set_offset)
        1    0.000    0.000    0.000    0.000 font_manager.py:1579(_cached_realpath)
        1    0.000    0.000    0.000    0.000 _shape_base_impl.py:742(array_split)
      312    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1205(get_filename)
        8    0.000    0.000    0.000    0.000 rcsetup.py:223(_validate_marker)
        6    0.000    0.000    0.000    0.000 pkgutil.py:212(get_importer)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
       22    0.000    0.000    0.000    0.000 hatch.py:182(_validate_hatch_pattern)
        3    0.000    0.000    0.000    0.000 functools.py:821(singledispatch)
       15    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 gridspec.py:397(get_subplot_params)
        1    0.000    0.000    0.000    0.000 tokenize.py:443(open)
      234    0.000    0.000    0.000    0.000 bezier.py:242(degree)
       11    0.000    0.000    0.000    0.000 typing.py:1639(<genexpr>)
      434    0.000    0.000    0.000    0.000 typing.py:2366(cast)
        3    0.000    0.000    0.000    0.000 offsetbox.py:615(set_offset)
        3    0.000    0.000    0.000    0.000 colorizer.py:392(cmap)
        1    0.000    0.000    0.000    0.000 patches.py:27(Patch)
      171    0.000    0.000    0.000    0.000 markers.py:272(get_fillstyle)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       20    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
      284    0.000    0.000    0.000    0.000 path.py:223(codes)
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
       14    0.000    0.000    0.000    0.000 figure.py:102(current)
       95    0.000    0.000    0.000    0.000 {method '__typing_prepare_subst__' of 'typing.TypeVar' objects}
      149    0.000    0.000    0.000    0.000 __init__.py:1764(isEnabledFor)
       21    0.000    0.000    0.000    0.000 __init__.py:168(check_getitem)
        1    0.000    0.000    0.000    0.000 legend.py:1018(set_title)
        2    0.000    0.000    0.000    0.000 backend_qt.py:265(set_cursor)
        6    0.000    0.000    0.000    0.000 path.py:737(unit_rectangle)
        4    0.000    0.000    0.000    0.000 transforms.py:1701(__init__)
        3    0.000    0.000    0.000    0.000 core.py:1620(__xor__)
       35    0.000    0.000    0.000    0.000 __init__.py:305(escape)
        3    0.000    0.000    0.000    0.000 colorizer.py:245(cmap)
       18    0.000    0.000    0.000    0.000 <frozen _collections_abc>:853(__len__)
        1    0.000    0.000    0.000    0.000 Image.py:184(Dither)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
       10    0.000    0.000    0.000    0.000 fromnumeric.py:969(sort)
       47    0.000    0.000    0.000    0.000 rcsetup.py:382(validate_fontsize)
        1    0.000    0.000    0.000    0.000 patches.py:2004(Arc)
        3    0.000    0.000    0.000    0.000 cbook.py:330(disconnect)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:653(socketpair)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1302(MouseButton)
      156    0.000    0.000    0.000    0.000 core.py:2018(__hash__)
       16    0.000    0.000    0.000    0.000 text.py:1194(set_position)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
      296    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1600(<genexpr>)
        8    0.000    0.000    0.000    0.000 scale.py:699(scale_factory)
       22    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
      153    0.000    0.000    0.000    0.000 font_manager.py:906(set_file)
        2    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:197(Quantize)
        1    0.000    0.000    0.000    0.000 ImageColor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 registry.py:5(BackendFilter)
       30    0.000    0.000    0.000    0.000 core.py:4410(<genexpr>)
    30/15    0.000    0.000    0.000    0.000 transforms.py:2399(<lambda>)
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
      104    0.000    0.000    0.000    0.000 _type_check_impl.py:131(imag)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:104(Disposal)
        9    0.000    0.000    0.000    0.000 gettext.py:231(_expand_lang)
        8    0.000    0.000    0.000    0.000 collections.py:442(set_pickradius)
       25    0.000    0.000    0.000    0.000 helpers.py:252(<genexpr>)
        2    0.000    0.000    0.000    0.000 _local.py:717(mkdir)
        1    0.000    0.000    0.000    0.000 geo.py:301(HammerAxes)
       68    0.000    0.000    0.000    0.000 inspect.py:2510(<lambda>)
       12    0.000    0.000    0.000    0.000 __init__.py:265(get_aliased_and_aliases)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
       67    0.000    0.000    0.000    0.000 offsetbox.py:187(<genexpr>)
        4    0.000    0.000    0.000    0.000 inspect.py:3095(_hash_basis)
        4    0.000    0.000    0.000    0.000 getlimits.py:312(_get_machar)
        1    0.000    0.000    0.000    0.000 axis.py:557(Axis)
      130    0.000    0.000    0.000    0.000 text.py:606(set_wrap)
       59    0.000    0.000    0.000    0.000 typing.py:1221(<genexpr>)
       98    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       48    0.000    0.000    0.000    0.000 ticker.py:2015(closeto)
        1    0.000    0.000    0.000    0.000 _trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:32(__init__)
        1    0.000    0.000    0.000    0.000 text.py:1631(Annotation)
        7    0.000    0.000    0.000    0.000 core.py:3597(__init__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1823(_MathStyle)
       35    0.000    0.000    0.000    0.000 cbook.py:1705(safe_isfinite)
       19    0.000    0.000    0.000    0.000 __init__.py:62(_process_keys)
       22    0.000    0.000    0.000    0.000 <frozen _collections_abc>:831(values)
       19    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
       12    0.000    0.000    0.000    0.000 dataclasses.py:437(add_fn)
      284    0.000    0.000    0.000    0.000 transforms.py:1808(get_affine)
        2    0.000    0.000    0.000    0.000 _base.py:3234(set_axisbelow)
        3    0.000    0.000    0.000    0.000 core.py:4192(__init__)
       39    0.000    0.000    0.000    0.000 artist.py:266(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_qt.py:251(_update_screen)
        1    0.000    0.000    0.000    0.000 geo.py:255(AitoffAxes)
        1    0.000    0.000    0.000    0.000 geo.py:416(LambertAxes)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1661(FigureCanvasBase)
      312    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1013(create_module)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2753(_Mode)
       31    0.000    0.000    0.000    0.000 warnings.py:488(__enter__)
        9    0.000    0.000    0.000    0.000 overrides.py:27(finalize_array_function_like)
       56    0.000    0.000    0.000    0.000 cbook.py:2327(_is_tensorflow_array)
        8    0.000    0.000    0.000    0.000 collections.py:510(set_hatch)
        1    0.000    0.000    0.000    0.000 _formlayout.py:59(ColorButton)
       21    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
       56    0.000    0.000    0.000    0.000 cbook.py:2315(_is_jax_array)
        4    0.000    0.000    0.000    0.000 legend.py:1229(_get_legend_handles)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.000    0.000 core.py:2500(Keyword)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
        4    0.000    0.000    0.000    0.000 core.py:5838(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1396(FancyArrow)
      208    0.000    0.000    0.000    0.000 fromnumeric.py:2584(_all_dispatcher)
      135    0.000    0.000    0.000    0.000 markers.py:449(_set_nothing)
      208    0.000    0.000    0.000    0.000 _polynomial_impl.py:159(_roots_dispatcher)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        5    0.000    0.000    0.000    0.000 _base.py:871(_request_autoscale_view)
        3    0.000    0.000    0.000    0.000 colors.py:2045(__init__)
        1    0.000    0.000    0.000    0.000 rrule.py:1307(rruleset)
        6    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1765(_parse_hextet)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        7    0.000    0.000    0.000    0.000 artist.py:1105(set_label)
      170    0.000    0.000    0.000    0.000 artist.py:608(get_gid)
        2    0.000    0.000    0.000    0.000 argparse.py:1479(add_argument_group)
       58    0.000    0.000    0.000    0.000 axis.py:1808(have_units)
        1    0.000    0.000    0.000    0.000 numerictypes.py:622(_register_types)
      208    0.000    0.000    0.000    0.000 _function_base_impl.py:5640(_append_dispatcher)
       45    0.000    0.000    0.000    0.000 colors.py:236(_has_alpha_channel)
      232    0.000    0.000    0.000    0.000 fromnumeric.py:2014(_nonzero_dispatcher)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:104(_set_new_active_manager)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helpers.py:663(OpAssoc)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:1(<module>)
        8    0.000    0.000    0.000    0.000 getlimits.py:63(smallest_subnormal)
       45    0.000    0.000    0.000    0.000 enum.py:784(__iter__)
        2    0.000    0.000    0.000    0.000 __init__.py:189(caching_module_getattr)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:432(_sanity_check)
       65    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
       12    0.000    0.000    0.000    0.000 backend_bases.py:1965(<genexpr>)
        2    0.000    0.000    0.000    0.000 backend_bases.py:150(__init__)
        7    0.000    0.000    0.000    0.000 functools.py:862(_is_union_type)
        3    0.000    0.000    0.000    0.000 __init__.py:525(PYFUNCTYPE)
       10    0.000    0.000    0.000    0.000 enum.py:1434(_iter_member_by_def_)
       74    0.000    0.000    0.000    0.000 backend_bases.py:914(set_linewidth)
        4    0.000    0.000    0.000    0.000 enum.py:1206(_add_alias_)
       72    0.000    0.000    0.000    0.000 {built-in method math.log10}
       11    0.000    0.000    0.000    0.000 version.py:523(_cmpkey)
        3    0.000    0.000    0.000    0.000 core.py:1660(__invert__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:677(GraphicsContextBase)
      204    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
       38    0.000    0.000    0.000    0.000 transforms.py:2806(get_affine)
        3    0.000    0.000    0.000    0.000 core.py:2478(__init__)
        2    0.000    0.000    0.000    0.000 argparse.py:1658(__init__)
        8    0.000    0.000    0.000    0.000 axis.py:1282(_set_artist_props)
      134    0.000    0.000    0.000    0.000 text.py:246(_get_multialignment)
        9    0.000    0.000    0.000    0.000 argparse.py:1859(_add_action)
      210    0.000    0.000    0.000    0.000 _linalg.py:492(_unary_dispatcher)
        5    0.000    0.000    0.000    0.000 _compiler.py:389(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 Image.py:3083(new)
      174    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       12    0.000    0.000    0.000    0.000 core.py:278(wrapper)
        2    0.000    0.000    0.000    0.000 {built-in method setCursor}
       61    0.000    0.000    0.000    0.000 image.py:126(<genexpr>)
        7    0.000    0.000    0.000    0.000 <frozen genericpath>:36(isfile)
      208    0.000    0.000    0.000    0.000 _twodim_base_impl.py:241(_diag_dispatcher)
        4    0.000    0.000    0.000    0.000 _base.py:3044(_update_title_position)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
        6    0.000    0.000    0.000    0.000 typing.py:1754(<genexpr>)
      100    0.000    0.000    0.000    0.000 __init__.py:16(set_module)
        1    0.000    0.000    0.000    0.000 _structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:125(Blend)
       16    0.000    0.000    0.000    0.000 {built-in method setEnabled}
        1    0.000    0.000    0.000    0.000 unicode.py:75(nums)
       54    0.000    0.000    0.000    0.000 core.py:2491(parseImpl)
        2    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
       13    0.000    0.000    0.000    0.000 core.py:8801(_replace_return_type)
       20    0.000    0.000    0.000    0.000 fromnumeric.py:2118(shape)
        1    0.000    0.000    0.000    0.000 table.py:39(Cell)
      134    0.000    0.000    0.000    0.000 contextlib.py:450(__exit__)
      157    0.000    0.000    0.000    0.000 rcsetup.py:70(func)
       33    0.000    0.000    0.000    0.000 _parser.py:264(getwhile)
        2    0.000    0.000    0.000    0.000 ticker.py:1777(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:2324(runtime_checkable)
       63    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
       24    0.000    0.000    0.000    0.000 axis.py:1681(get_minor_ticks)
        3    0.000    0.000    0.000    0.000 core.py:5022(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:192(Palette)
      177    0.000    0.000    0.000    0.000 text.py:1361(get_parse_math)
      177    0.000    0.000    0.000    0.000 text.py:292(get_transform_rotates_text)
       20    0.000    0.000    0.000    0.000 _base.py:2999(<genexpr>)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1775(Annulus)
       14    0.000    0.000    0.000    0.000 __init__.py:145(_check_size)
        1    0.000    0.000    0.000    0.000 patches.py:724(Rectangle)
       32    0.000    0.000    0.000    0.000 axis.py:1639(get_major_locator)
      100    0.000    0.000    0.000    0.000 __init__.py:27(decorator)
       31    0.000    0.000    0.000    0.000 warnings.py:509(__exit__)
      110    0.000    0.000    0.000    0.000 __init__.py:185(keys)
      117    0.000    0.000    0.000    0.000 artist.py:720(get_path_effects)
        1    0.000    0.000    0.000    0.000 _ufunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method addWidget}
      177    0.000    0.000    0.000    0.000 text.py:602(get_wrap)
      208    0.000    0.000    0.000    0.000 fromnumeric.py:3185(_min_dispatcher)
        1    0.000    0.000    0.000    0.000 _linalg.py:59(SVDResult)
        2    0.000    0.000    0.000    0.000 signal.py:56(signal)
        2    0.000    0.000    0.000    0.000 typing.py:2398(get_type_hints)
        1    0.000    0.000    0.000    0.000 subprocess.py:756(Popen)
        6    0.000    0.000    0.000    0.000 core.py:1191(__init__)
        4    0.000    0.000    0.000    0.000 _function_base_impl.py:2435(__init__)
      208    0.000    0.000    0.000    0.000 numeric.py:360(_full_like_dispatcher)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
      216    0.000    0.000    0.000    0.000 fromnumeric.py:3047(_max_dispatcher)
        3    0.000    0.000    0.000    0.000 backend_bases.py:1187(_process)
       22    0.000    0.000    0.000    0.000 _docstring.py:113(register)
       33    0.000    0.000    0.000    0.000 <frozen codecs>:312(__init__)
      208    0.000    0.000    0.000    0.000 multiarray.py:107(empty_like)
      117    0.000    0.000    0.000    0.000 backend_bases.py:748(get_clip_path)
        8    0.000    0.000    0.000    0.000 {built-in method color}
        1    0.000    0.000    0.000    0.000 backend_qt.py:211(FigureCanvasQT)
       49    0.000    0.000    0.000    0.000 core.py:2462(_generateDefaultName)
        4    0.000    0.000    0.000    0.000 deprecation.py:505(suppress_matplotlib_deprecation_warning)
        1    0.000    0.000    0.000    0.000 _linalg.py:43(EigResult)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       13    0.000    0.000    0.000    0.000 rcsetup.py:298(validate_color_or_auto)
        1    0.000    0.000    0.000    0.000 _tritools.py:1(<module>)
        5    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
       14    0.000    0.000    0.000    0.000 patches.py:521(set_joinstyle)
       78    0.000    0.000    0.000    0.000 axis.py:713(<genexpr>)
        9    0.000    0.000    0.000    0.000 argparse.py:1680(_add_action)
        1    0.000    0.000    0.000    0.000 text.py:80(Text)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
        1    0.000    0.000    0.000    0.000 core.py:3660(__init__)
        1    0.000    0.000    0.000    0.000 artist.py:116(Artist)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:668(_frozen_get_del_attr)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:343(__init__)
      162    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 _trirefine.py:1(<module>)
       15    0.000    0.000    0.000    0.000 patches.py:349(set_antialiased)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7ff97a9c2c00}
        1    0.000    0.000    0.000    0.000 {built-in method sizeHint}
        1    0.000    0.000    0.000    0.000 core.py:5396(__init__)
        1    0.000    0.000    0.000    0.000 legend.py:632(set_loc)
      148    0.000    0.000    0.000    0.000 path.py:254(should_simplify)
        3    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
       10    0.000    0.000    0.000    0.000 core.py:4710(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 transforms.py:2103(IdentityTransform)
       24    0.000    0.000    0.000    0.000 numerictypes.py:590(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 inset.py:14(InsetIndicator)
        3    0.000    0.000    0.000    0.000 core.py:3691(__init__)
       24    0.000    0.000    0.000    0.000 ticker.py:1787(__call__)
       35    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 patches.py:664(Shadow)
      170    0.000    0.000    0.000    0.000 backend_bases.py:157(open_group)
        9    0.000    0.000    0.000    0.000 argparse.py:1571(_get_optional_kwargs)
       24    0.000    0.000    0.000    0.000 typing.py:310(_check_generic_specialization)
        1    0.000    0.000    0.000    0.000 patches.py:1018(StepPatch)
       18    0.000    0.000    0.000    0.000 typing.py:2691(overload)
        6    0.000    0.000    0.000    0.000 warnings.py:188(_add_filter)
        6    0.000    0.000    0.000    0.000 transforms.py:2487(get_matrix)
        1    0.000    0.000    0.000    0.000 core.py:4720(IndentedBlock)
        1    0.000    0.000    0.000    0.000 patches.py:2579(__call__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
       15    0.000    0.000    0.000    0.000 rcsetup.py:163(validate_axisbelow)
        3    0.000    0.000    0.000    0.000 core.py:1750(suppress)
       97    0.000    0.000    0.000    0.000 core.py:6100(<genexpr>)
        5    0.000    0.000    0.000    0.000 transforms.py:1400(contains_branch_seperately)
      104    0.000    0.000    0.000    0.000 _type_check_impl.py:84(real)
       12    0.000    0.000    0.000    0.000 core.py:6054(<lambda>)
      100    0.000    0.000    0.000    0.000 colors.py:413(<genexpr>)
       16    0.000    0.000    0.000    0.000 enum.py:1424(_iter_member_by_value_)
      276    0.000    0.000    0.000    0.000 {built-in method _operator.eq}
      148    0.000    0.000    0.000    0.000 path.py:242(simplify_threshold)
        1    0.000    0.000    0.000    0.000 art3d.py:957(Poly3DCollection)
      117    0.000    0.000    0.000    0.000 backend_bases.py:918(set_url)
       81    0.000    0.000    0.000    0.000 <frozen _collections_abc>:439(__subclasshook__)
        4    0.000    0.000    0.000    0.000 rrule.py:80(_invalidates_cache)
        2    0.000    0.000    0.000    0.000 socket.py:501(close)
        5    0.000    0.000    0.000    0.000 artist.py:1032(_set_alpha_for_array)
        3    0.000    0.000    0.000    0.000 transforms.py:971(p1)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 legend.py:622(_set_artist_props)
       11    0.000    0.000    0.000    0.000 axis.py:2575(get_minpos)
        1    0.000    0.000    0.000    0.000 _enums.py:17(_AutoStringNameEnum)
       38    0.000    0.000    0.000    0.000 cbook.py:158(__setitem__)
        4    0.000    0.000    0.000    0.000 pyplot.py:1132(get_fignums)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:1(<module>)
       83    0.000    0.000    0.000    0.000 cbook.py:1633(<lambda>)
       24    0.000    0.000    0.000    0.000 ticker.py:1816(__call__)
       24    0.000    0.000    0.000    0.000 ticker.py:2000(__init__)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:313(__subclasshook__)
       95    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        3    0.000    0.000    0.000    0.000 __init__.py:719(_update_raw)
        1    0.000    0.000    0.000    0.000 core.py:6816(__array_finalize__)
       16    0.000    0.000    0.000    0.000 rcsetup.py:96(_listify_validator)
      126    0.000    0.000    0.000    0.000 axis.py:264(get_loc)
      134    0.000    0.000    0.000    0.000 text.py:317(get_rotation_mode)
        1    0.000    0.000    0.000    0.000 Image.py:533(Image)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
      170    0.000    0.000    0.000    0.000 backend_bases.py:164(close_group)
       62    0.000    0.000    0.000    0.000 patches.py:2372(_register_style)
       17    0.000    0.000    0.000    0.000 _compiler.py:405(_generate_overlap_table)
        9    0.000    0.000    0.000    0.000 {built-in method _deco}
        1    0.000    0.000    0.000    0.000 core.py:3555(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:495(hugepage_setup)
       75    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       10    0.000    0.000    0.000    0.000 results.py:349(get)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       20    0.000    0.000    0.000    0.000 mixins.py:18(_binary_method)
      117    0.000    0.000    0.000    0.000 backend_bases.py:763(get_dashes)
        1    0.000    0.000    0.000    0.000 patches.py:1595(Ellipse)
       39    0.000    0.000    0.000    0.000 offsetbox.py:336(get_children)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:1(<module>)
      161    0.000    0.000    0.000    0.000 core.py:1767(leave_whitespace)
       27    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
        1    0.000    0.000    0.000    0.000 results.py:39(ParseResults)
        1    0.000    0.000    0.000    0.000 quiver.py:489(Quiver)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:198(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
        8    0.000    0.000    0.000    0.000 colorizer.py:581(_check_exclusionary_keywords)
      104    0.000    0.000    0.000    0.000 axis.py:500(locator)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
       46    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 _linalg.py:47(EighResult)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
      170    0.000    0.000    0.000    0.000 {method 'isspace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 tokenize.py:350(detect_encoding)
      120    0.000    0.000    0.000    0.000 axis.py:310(<genexpr>)
       32    0.000    0.000    0.000    0.000 __init__.py:205(_checkLevel)
      117    0.000    0.000    0.000    0.000 backend_bases.py:800(get_snap)
       49    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       65    0.000    0.000    0.000    0.000 inspect.py:534(isbuiltin)
      149    0.000    0.000    0.000    0.000 __init__.py:247(<genexpr>)
        1    0.000    0.000    0.000    0.000 numeric.py:2195(identity)
        1    0.000    0.000    0.000    0.000 patches.py:941(RegularPolygon)
        2    0.000    0.000    0.000    0.000 _base.py:1725(set_adjustable)
        1    0.000    0.000    0.000    0.000 pickle.py:1179(_Unpickler)
     16/4    0.000    0.000    0.000    0.000 ast.py:88(_convert)
        3    0.000    0.000    0.000    0.000 warnings.py:170(simplefilter)
       13    0.000    0.000    0.000    0.000 typing.py:2523(get_origin)
       18    0.000    0.000    0.000    0.000 axis.py:504(locator)
        1    0.000    0.000    0.000    0.000 widgets.py:595(RangeSlider)
        1    0.000    0.000    0.000    0.000 __init__.py:1277(__init__)
       25    0.000    0.000    0.000    0.000 {built-in method unicodedata.name}
        6    0.000    0.000    0.000    0.000 colorizer.py:573(changed)
      117    0.000    0.000    0.000    0.000 backend_bases.py:721(restore)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:459(__call__)
        6    0.000    0.000    0.000    0.000 legend.py:811(get_legend_handler)
        1    0.000    0.000    0.000    0.000 patches.py:3956(set_boxstyle)
        8    0.000    0.000    0.000    0.000 {built-in method backgroundRole}
        3    0.000    0.000    0.000    0.000 colors.py:1265(__init__)
      161    0.000    0.000    0.000    0.000 util.py:241(escape_re_range_char)
        9    0.000    0.000    0.000    0.000 argparse.py:1489(_add_action)
        1    0.000    0.000    0.000    0.000 _linalg.py:51(QRResult)
        1    0.000    0.000    0.000    0.000 threading.py:869(__init__)
